R0	Ardent Software
R4644	Interactive Information Search in Text Data Collections.
R4645	Using Consecutive Swaps to Explore the Insertion Neighborhood in Tabu Search Solution of the Linear Ordering Problem.
R4646	Challenges Relating to RFID Implementation within the Electronic Supply Chain Management - A Practical Approach.
R4647	Semantic Analysis of Verbal Collocations with Lexical Functions
R4648	Ant Colony Optimization and its Application to Regular and Dynamic MAX-SAT Problems.
R4649	FeaFur: A Computer Software Package for Simulating Human Thermophysiological Responses in Dynamic Thermal Environment.
R4650	Prototypes and Case-Based Reasoning for Medical Applications.
R4651	Intelligent Web-Based Natural Language Dialogue Planning for Web Information Filtering.
R4652	Field Server System Using Solar Energy Based on Wireless Sensor.
R4653	A Hybrid Adaptive Architecture for Mobile Robots Based on Reactive Behaviours.
R4654	A Methodology for Supporting Lean Healthcare.
R4655	Penalty-Reward Analysis with Uninorms: A Study of Customer (Dis)Satisfaction.
R4656	Extensions to Knowledge Acquisition and Effect of Multimodal Representation in Unsupervised Learning.
R4657	Complex-Valued Neural Networks
R4658	Enhancing Recursive Supervised Learning Using Clustering and Combinatorial Optimization (RSL-CC).
R4659	Paraconsistent Annotated Logic Program Before-after EVALPSN and Its Application.
R4660	Optimizing Complex Multi-location Inventory Models Using Particle Swarm Optimization.
R4661	Novel Theory and Simulations of Anticipatory Behaviour in Artificial Life Domain.
R4662	FPGA Implementation of the Selected Parts of the Fast Image Segmentation.
R4663	Evolutionary Stochastic Portfolio Optimization.
R4664	Modular Neural Network with Fuzzy Integration and Its Optimization Using Genetic Algorithms for Human Recognition Based on Iris, Ear and Voice Biometrics.
R4665	From Individual EHR Maintenance to Generalised Findings: Experiments for Application of NLP to Patient-Related Texts.
R4666	Data Fusion Methods for Integrating Data-driven Hydrological Models.
R4667	Adaptive Synchronization of Chaotic Systems and Its Uses in Cryptanalysis.
R4668	Magnetically Nonlinear Iron Core Characteristics of Transformers Determined by Differential Evolution.
R4669	Feature Selection for Partial Least Square Based Dimension Reduction.
R4670	Predicting Stock Trends with Time Series Data Mining and Web Content Mining.
R4671	A Data Mining Approach for Adaptive Path Planning on Large Road Networks.
R4672	Extending IMS-LD Capabilities: A Review, a Proposed Framework and Implementation Cases.
R4673	Coverage Enhancement in Wireless Video-Based Sensor Networks with Rotating Capabilities.
R4674	Evolutionary Digital Circuit Design Using Genetic Programming.
R4675	An Evolved Recurrent Neural Network and Its Application.
R4676	"Pre-Ontology" Considerations for Communication in Construction.
R4677	Knowledge Discovery Using Rough Set Theory.
R4678	Assessment of EPCIS Standard for Interoperable Tracking in the Supply Chain.
R4679	Overhead Control in DP-Fair Work Conserving Real-Time Multiprocessor Scheduling.
R4680	A Holistic, In-Compression Approach to Mining Independent Motion Segments for Massive Surveillance Video Collections.
R4681	A Constructive Neural Network for Evolving a Machine Controller in Real-Time.
R4682	Mining and Analyzing Social Networks
R4683	Evolutionary Fuzzy Clustering: An Overview and Efficiency Issues.
R4684	RoboNewbie: A Framework for Experiments with Simulated Humanoid Robots.
R4685	Intrusion Detection in Multi-Agent Systems.
R4686	Network Complexity Analysis of Multilayer Feedforward Artificial Neural Networks.
R4687	Modeling the Reusable Content of Adaptive Web-Based Applications Using an Ontology.
R4688	A Robust Meta-Hyper-Heuristic Approach to Hybrid Flow-Shop Scheduling.
R4689	Dynamical Models for Representing and Building Consensus in Committees.
R4690	Determining the Usability Effect of Pedagogical Interface Agents on Adult Computer Literacy Training.
R4691	Soft Computing for Recognition Based on Biometrics
R4692	Co-Evolutionary Multi-Agent System for Portfolio Optimization.
R4693	Bar Charts in Popular Media: Conveying Their Message to Visually Impaired Users via Speech.
R4694	Growing Self-Organizing Map for Online Continuous Clustering.
R4695	Pareto-Optimal Approaches to Neuro-Ensemble Learning.
R4696	Evolvable Fuzzy Scheduling Scheme for Multiple-ChannelPacket Switching Network.
R4697	Corpus-Based Structure Mapping of XML Document Corpora: A Reinforcement Learning Based Model.
R4698	Emergent Intelligence of Networked Agents
R4699	UPlanIT: An Evolutionary Based Production Planning and Scheduling System.
R4700	Considering Resource Management in Agent-Based Virtual Organization.
R4701	Discovering the Factors Affecting the Location Selection of FDI in China 
R4702	Engineering Stochastic Local Search Algorithms: A Case Study in Estimation-Based Local Search for the Probabilistic Travelling Salesman Problem.
R4703	Simultaneous Ant Colony Optimization Algorithms for Learning Linguistic Fuzzy Rules.
R4704	Fast Approximate Nearest Neighbor Methods for Example-Based Video Search.
R4705	Different Methods for Computational Electromagnetics: Their Characteristics and Typical Pratical Applications.
R4706	An Adaptive Negotiation Strategy for Real-Time Bilateral Negotiations.
R4707	Risk Mining for Infection Control.
R4708	Semantic Data Management Using Fuzzy Relational Databases.
R4709	Advances in Verification of Time Petri Nets and Timed Automata: A Temporal Logic Approach.
R4710	Predicting Operator Capacity for Supervisory Control of Multiple UAVs.
R4711	Learning from Incongruence.
R4712	Neuro-Fuzzy Based Output Feedback Controller Design for Biped Robot Walking.
R4713	Mental Tasks Temporal Classification Using an Architecture Based on ANFIS and Recurrent Neural Networks.
R4714	Accelerometer-Based Hand Gesture Recognition Using Artificial Neural Networks.
R4715	Semantic Data Sharing and Presentation in Integrated Knowledge System.
R4716	Inferring Gene Regulatory Networks from Expression Data.
R4717	Differential Evolution Approach Using Chaotic Sequences Applied to Planning of Mobile Robot in a Static Environment with Obstacles.
R4718	Logical Foundations for Rule-Based Systems, 2nd Ed..
R4719	Identifying Surprising Events in Video Using Bayesian Topic Models.
R4720	GAHC: Improved Genetic Algorithm.
R4721	Initialization and Displacement of the Particles in TRIBES, a Parameter-Free Particle Swarm Optimization Algorithm.
R4722	Using Connectors to Address Transparent Distribution in Enterprise Systems - Pitfalls and Options.
R4723	Multiresolution Image Segmentations in Graph Pyramids.
R4724	Analyzing Tweet Cluster Using Standard Fuzzy C Means Clustering.
R4725	Cooperative Learning Sensitive Agent System for Combinatorial Optimization.
R4726	A BP-Neural Network Improvement to Hop-Counting for Localization in Wireless Sensor Networks.
R4727	A Rational Framework for Student Interactions with Collaborative Educational Systems.
R4728	Rate Control and Error Resilience for Object-Based Video Coding.
R4729	Demand on Computational Intelligence Paradigms Synergy.
R4730	The Relation Between Complete and Incomplete Search.
R4731	Enhancing Cognitive Assistance Systems with Inertial Measurement Units
R4732	Scatter Search Algorithms for Identical Parallel Machine Scheduling Problems.
R4733	Evolutionary Multiobjective Design of Fuzzy Rule-Based Classifiers.
R4734	A Fuzzy Approach to Prospect Theory.
R4735	Using Rule Order Difference Criterion to Decide Whether to Update Class Association Rules.
R4736	Motion Control for Formation of Mobile Robots in Environment with Obstacles.
R4737	Reference Value Generator of Maximum Power Point Coordinates of the Photovoltaic Panel External Characteristic.
R4738	Inductive Learning: A Combinatorial Optimization Approach.
R4739	Machine Learning for Signature Verification.
R4740	htmlButler - Wrapper Usability Enhancement through Ontology Sharing and Large Scale Cooperation.
R4741	Imitation and Reinforcement Learning for Motor Primitives with Perceptual Coupling.
R4742	Multidisciplinary Trends in Modern Artificial Intelligence: Turing's Way.
R4743	Supporting Career Counseling with User Modeling and Job Matching.
R4744	An Overview of Virtual Simulation and Serious Gaming for Surgical Education and Training.
R4745	Intelligent Computer Graphics 2011
R4746	The Effect of Grouping Issues in Multiple Interdependent Issues Negotiation based on Cone-Constraints.
R4747	Selecting Relevant Features from Fabric Images for Automated Quality Control of Seam Puker Using Data Analysis and Human Experts Grading.
R4748	Linkage Learning in Estimation of Distribution Algorithms.
R4749	Optimization of Interval Type-2 Fuzzy Logic Controllers for a Perturbed Autonomous Wheeled Mobile Robot Using Genetic Algorithms.
R4750	Integration of Brain-Gene Ontology and Simulation Systems for Learning, Modelling and Discovery.
R4751	Risk Assessment and Management in the Networked Economy
R4752	Agent Smith: Opponent Model Estimation in Bilateral Multi-issue Negotiation.
R4753	The Role of Software Tracing in Software Maintenance.
R4754	DIRAC: Detection and Identification of Rare Audio-Visual Events.
R4755	Online Sound Restoration for Digital Library Applications.
R4756	Software Reliability Predictions using Artificial Neural Networks.
R4757	Computational Intelligence in Agent-Based Computational Economics.
R4758	Democratic Liquid State Machines for Music Recognition.
R4759	A Survey of Practitioners of Evolutionary Computation.
R4760	Extracting Database Interactions and Generating Test for Web Applications.
R4761	Efficient Knowledge Transfer by Hearing a Conversation While Doing Something.
R4762	Data Model for Analysis of Scholarly Documents in the MapReduce Paradigm.
R4763	Dynamic Bayesian Network for Decision Aided Disassembly Planning.
R4764	Fighting Internet Congestion by Means of Chaos Control.
R4765	An Unsupervised Content-Based Image Recognition Technique.
R4766	Evolutionary Design of Intelligent Systems in Modeling, Simulation and Control
R4767	Method for Designing Networking Adaptive Interactive Hybrid Systems.
R4768	Making Adaptations of CSCL Scripts by Analyzing Learners' Online Behavior.
R4769	Knowing a Good Feature When You See It: Ground Truth and Methodology to Evaluate Local Features for Recognition.
R4770	Hybrid Image Mining Methods to Classify the Abnormality in Complete Field Image Mammograms Based on Normal Regions.
R4771	Optical Monitoring of Dialysis Dose.
R4772	Approximate Dynamic Programming and Reinforcement Learning.
R4773	Self-Tuning Fuzzy Rule Bases with Belief Structure.
R4774	Evolutionary Algorithms for Chaos Researchers.
R4775	Type-2 Fuzzy Logic in Decision Support Systems.
R4776	Methods for Learning Control Policies from Variable-Constraint Demonstrations.
R4777	Semi-automatic Ultrasound Medical Image Recognition for Diseases Classification in Neurology.
R4778	Airfoil Shape Optimization Using Variable-Fidelity Modeling and Shape-Preserving Response Prediction.
R4779	Topology Construction and Resource Allocation in P2P Live Streaming.
R4780	Content-Based Video Copy Detection - A Survey.
R4781	Architecture of Modular Neural Network in Pattern Recognition.
R4782	Fuzzy System to Control the Movement of a Wheeled Mobile Robot.
R4783	The Application of Harmony Search in Fourth-Party Logistics Routing Problems.
R4784	Cognitive Elements of Human Decision Making.
R4785	Video Genre Inference Based on Camera Capturing Models.
R4786	Interactive Collaborative Information Systems
R4787	Categorized and Integrated Data Mining of Medical Data.
R4788	Bio-Inspired Self-Organizing Robotic Systems
R4789	Small Hydroponics Garden Improved Using Cultural Algorithms.
R4790	Self-coordinated On-Chip Parallel Computing: A Swarm Intelligence Approach.
R4791	The Text-Based Computer-Mediated Communication in Distance Education Fora: A Modelling Approach Based on Formal Languages.
R4792	Genetic Programming: Parametric Analysis of Structure Altering Mutation Techniques.
R4793	Some Novel Heuristics for Finding the Most Unusual Time Series Subsequences.
R4794	Algorithms Inspired in Social Phenomena.
R4795	Splicing and Regularity.
R4796	Path Planning in Dynamic Environments.
R4797	Chaos Based Hash Function.
R4798	A Conceptual Framework of Data Mining.
R4799	Alignments and Approximate String Matching.
R4800	Ensemble of Local Phase Quantization Variants with Ternary Encoding.
R4801	Association Rule Interestingness Measures: Experimental and Theoretical Studies.
R4802	Optimal Trajectory of Robot Manipulator Using Harmony Search Algorithms.
R4803	The Simulation of Elastic Human Body Deformation and Garment Pressure with Moving Mesh Method.
R4804	Monte-Carlo Tree Search and Computer Go.
R4805	Symbiotic Evolution to Avoid Linkage Problem.
R4806	Generating Support Vector Machines Using Multi-Objective Optimization and Goal Programming.
R4807	Reducing the Size of Travelling Salesman Problem Instances by Fixing Edges.
R4808	Language engineering and information theoretic methods in protein sequence similarity studies.
R4809	Local Classifiers as a Method of Analysing and Classifying Signals.
R4810	Comparing Sequence Classification Algorithms for Protein Subcellular Localization.
R4811	Market Microstructure: A Self-Organizing Map Approach to Investigate Behavior Dynamics under an Evolutionary Environment.
R4812	A Multi-Layered and Multi-Faceted Framework for Mining Evolving Web Clickstreams.
R4813	Intelligent Parallel Particle Swarm Optimization Algorithms.
R4814	Usability Studies of Web-Based Portal Structures in Academia (Specifically, iCentral).
R4815	A State-Based Model for Management of Type II Diabetes.
R4816	A Method to Solve the Traveling Salesman Problem Using Ant Colony Optimization Variants with Ant Set Partitioning.
R4817	A Fuzzy Reactive Controller of a Mobile Robot.
R4818	Image Segmentation via Feature Weighted Fuzzy Clustering by a DCA Based Algorithm.
R4819	Evolutionary Optimization for Multiobjective Portfolio Selection under Markowitz's Model with Application to the Caracas Stock Exchange.
R4820	Single-Pass Corpus to Corpus Comparison by Sentence Hashing.
R4821	Modeling, Learning, and Processing of Text Technological Data Structures
R4822	Improving the Workflow for Creation of Textual Versions of Polish Historical Documents.
R4823	Bipolarity in Database Querying: Various Aspects and Interpretations.
R4824	Moblog-Based Social Networks.
R4825	CNN Based High Performance Computing for Real Time Image Processing on GPU.
R4826	Case-Based Reasoning on Images and Signals
R4827	Real-Time Human-Machine Interaction System Based on Face Authentication and Arm Posture Recognition.
R4828	Day Trading the Emerging Markets Using Multi-Time Frame Technical Indicators and Artificial Neural Networks.
R4829	Engineering Hierarchical Complex Systems: An Agent-Based Approach. The Case of Flexible Manufacturing Systems.
R4830	Classification of Modeling for Versatile Simulation Goals in Robotic Surgery.
R4831	Lecture Sequence Management System Using Mobile Phone Messages.
R4832	Advanced Developments and Applications of the Fuzzy ARTMAP Neural Network in Pattern Classification.
R4833	A Model-Based on Role for Software Product-Line Evolving Variability.
R4834	Effect of Emotion and Personality on Deviation from Purely Rational Decision-Making.
R4835	Stock Market Modeling Using Genetic Programming Ensembles.
R4836	Software and Network Engineering
R4837	Content Consistency Model for Pervasive Internet Access.
R4838	Probabilistic Parsing.
R4839	The Dynamical Organization of Limb Movements.
R4840	Analysis of Allele Distribution Dynamics in Different Genetic Algorithms.
R4841	A Grid Scheduling Optimization Strategy Based on Fuzzy Multi-Attribute Group Decision-Making.
R4842	Additional Problems.
R4843	Semantic Compression for Specialised Information Retrieval Systems.
R4844	An Application of Fuzzy Measure and Integral for Diagnosing Faults in Rotating Machines.
R4845	Quantum Inspired Intelligent Systems
R4846	A Neuro-Genetic Framework for Multi-Classifier Design: An Application to Promoter Recognition in DNA Sequences.
R4847	Towards a Generic Reconfigurable Framework for Self-adaptation of Distributed Component-Based Application.
R4848	Community Finding of Scale-Free Network: Algorithm and Evaluation Criterion.
R4849	On Concise Representations of Frequent Patterns Admitting Negation.
R4850	Hyperheuristics: Recent Developments.
R4851	Study of Dynamics of Atmospheric Pollution and Its Association with Environmental Parameters.
R4852	BOA for Nurse Scheduling.
R4853	Rule Extraction from Compact Pareto-optimal Neural Networks.
R4854	Quantum Simulataneous Recurrent Networks for Content Addressable Memory.
R4855	Frontiers of Intelligent Autonomous Systems
R4856	Dynamic Function Optimization: The Moving Peaks Benchmark.
R4857	Urban Ontologies: the Towntology Prototype towards Case Studies.
R4858	Integrated Methods for Urban Groundwater Management Considering Subsurface Heterogeneity.
R4859	Swarm Intelligence - Searchers, Cleaners and Hunters.
R4860	Automatic Localization of Pupil Using Histogram Thresholding and Region Based Mask Filter.
R4861	Discrete Particle Swarm Optimization for the Minimum Labelling Steiner Tree Problem.
R4862	Evaluation of Image Descriptors for Retrieval of Similar Images.
R4863	Overview of Peritoneal Dialysis.
R4864	Ant Colony Learning Algorithm for Optimal Control.
R4865	Toward a Generalized Bayesian Network.
R4866	Wikipedia as a Source of Ontological Knowledge: State of the Art and Application.
R4867	Innovative Wind Farm Control.
R4868	Modeling Treatment Processes Using Information Extraction.
R4869	Bio-medical Ontologies Maintenance and Change Management.
R4870	Noise Masking for Pattern Recall Using a Single Lattice Matrix Associative Memory.
R4871	Optimization Algorithms.
R4872	Solving Hierarchically Decomposable Problems with the Evolutionary Transition Algorithm.
R4873	Sample Efficient Multiagent Learning in the Presence of Markovian Agents
R4874	Query Building in a Distributed Semantic Indexing System.
R4875	Ontology-Based Multi-Agent Systems
R4876	Negotiation-Based Patient Scheduling in Hospitals - Reengineering Message-Based Interactions with Services.
R4877	Decentralized Self-optimization in Shared Resource Pools.
R4878	Oppositional Concepts in Computational Intelligence
R4879	AgentFSEGA: Time Constrained Reasoning Model for Bilateral Multi-Issue Negotiations.
R4880	Fuzzy Knowledge Discovery Based on Statistical Implication Indexes.
R4881	Fuzzy Prolog: Default Values to Represent Missing Information.
R4882	A Robust Authentication System Using Multiple Biometrics.
R4883	From Biomedical Literature to Knowledge: Mining Protein-Protein Interactions.
R4884	Automated Design of Analog and High-frequency Circuits - A Computational Intelligence Approach
R4885	getALife - An Artificial Life Environment for the Evaluation of Agent-Based Systems and Evolutionary Algorithms for Reinforcement Learning.
R4886	Adaptive Self-Tuning Wavelet Neural Network Controller for a Proton Exchange Membrane Fuel Cell.
R4887	Global Linear Modeling of Small Scale Helicopter.
R4888	An Experiment Model of Grounded Theory and Chance Discovery for Scenario Exploration.
R4889	Hybrid Metaheuristics for Medical Data Classification.
R4890	Why Tensors?
R4891	Computable Lower Bounds for Busy Beaver Turing Machines.
R4892	About Knowledge and Inference in Logical and Relational Learning.
R4893	Security Requirements Engineering: The SI* Modeling Language and the Secure Tropos Methodology.
R4894	Clustering Ensembles with Active Constraints.
R4895	A Bio-Inspired Location Search Algorithm for Peer to Peer Networks.
R4896	Definability of Association Rules in Predicate Calculus.
R4897	Probabilistic Splicing Systems.
R4898	EVITA: An Integral Evolutionary Methodology for the Inventory and Transportation Problem.
R4899	Modular Neural Networks for Person Recognition Using the Contour Segmentation of the Human Iris Biometric Measurement.
R4900	Chaos-Based Public-Key Cryptography.
R4901	Fuzzy Lattice Reasoning (FLR) Classification Using Similarity Measures.
R4902	Particle Swarm Optimization for Pattern Recognition and Image Processing.
R4903	Immune System-based Energy Efficient and Reliable Communication in Wireless Sensor Networks.
R4904	A Multi-thread GRASPxELS for the Heterogeneous Capacitated Vehicle Routing Problem.
R4905	Distributed Detection System of Security Intrusions Based on Partially Ordered Events and Patterns.
R4906	Computational Linguistics - Applications
R4907	Parameter Setting in Parallel Genetic Algorithms.
R4908	Analysis on the Robotic Fish Propulsion for Various Caudal Fin Shapes.
R4909	Developing an Adaptive Learning Based Tourism Information System Using Ant Colony Metaphor.
R4910	Towards Adaptively Approximated Search in Distributed Architectures.
R4911	A New Artificial Immune System for the Detection of Abnormal Behaviour.
R4912	Belief Ascription and De Re Communication.
R4913	Ontology Guided Risk Analysis: From Informal Specifications to Formal Metrics.
R4914	Creating Visual Browsers for Large-Scale Online Auctions.
R4915	Ontology-Based Meta-Mining of Knowledge Discovery Workflows.
R4916	E-Nightingale: Crisis Detection in Nursing Activities.
R4917	Ants Constructing Rule-Based Classifiers.
R4918	Chaos Synthesis by Evolutionary Algorithms.
R4919	On Generation of Digital Fuzzy Parametric Conjunctions.
R4920	Change Impact Study by Bayesian Networks.
R4921	Evolutionary Robust Design of Analog Filters Using Genetic Programming.
R4922	A Hybrid Recommender System Architecture for Learning Objects.
R4923	A Framework for SOA-Based Application on Agile of Small and Medium Enterprise.
R4924	The Factorized Distribution Algorithm and the Minimum Relative Entropy Principle.
R4925	Effect of Fitness Functions on the Performance of Evolutionary Particle Swarm Optimization.
R4926	Sliding Mode Motion Control Strategies for Rigid Robot Manipulators.
R4927	Stream-Based Real World Information Integration Framework.
R4928	Genetic Algorithm for Optimization of Multiple Objectives in Knowledge Discovery from Large Databases.
R4929	A Non-Contact Health Monitoring System Based on the Internet of Things and Evidential Reasoning.
R4930	Vision Based Autonomous Robot Navigation - Algorithms and Implementations
R4931	Integrating SNA and DM Technology into HR Practice and Research: Layoff Prediction Model.
R4932	Classes of Association Rules: An Overview.
R4933	Dynamical Systems in One and Two Dimensions: A Geometrical Approach.
R4934	Kinect Enabled Monte Carlo Localisation for a Robotic Wheelchair.
R4935	Simulation-Based UMTS e-Learning Software.
R4936	FTV (Free-Viewpoint TV).
R4937	Affective Dialogue Management Using Factored POMDPs.
R4938	Preliminary insights on continuity and evolution of concepts for the development of an urban morphological process ontology.
R4939	Hemodialysis Water Treatment System.
R4940	Augmenting Human Intelligence in Goal Oriented Tasks.
R4941	Effective and Adaptive Learning Based on Diversive/Specific Curiosity.
R4942	EasyLoc: Plug-and-Play RSS-Based Localization in Wireless Sensor Networks.
R4943	An Agent-Based Simulation of Christakis-Fowler Social Model.
R4944	Generalization in Learning from Examples.
R4945	Time Granularity in Temporal Data Mining.
R4946	Medical Imagery in Case-Based Reasoning.
R4947	Towards a Fuzzy Model for RAMSET: Role Assignment Methodology for Software Engineering Teams.
R4948	Adaptive Interpolation and Halftoning for Medical Images.
R4949	Complex Systems in Knowledge-based Environments: Theory, Models and Applications
R4950	Dynamically Extracting and Exploiting Information about Customers for Knowledge-Based Interactive TV-Commerce.
R4951	Decoupling Negotiating Agents to Explore the Space of Negotiation Strategies.
R4952	A New Generation of Biomedical Equipment: FPGA.
R4953	Memetic Algorithms in Engineering and Design.
R4954	Design and Implementation of Multi-Agents for Learner-oriented Course Scheduling on the Internet.
R4955	A Parameter Matrix Based Approach to Computing Minimal Hitting Sets.
R4956	A Multilingual Integrated Framework for Processing Lexical Collocations.
R4957	Cooperative Strategy to Secure Mobile P2P Network.
R4958	Dynamic Objectives Aggregation Methods in Multi-objective Evolutionary Optimization.
R4959	Coordination Mechanisms in Complex Software Systems.
R4960	Real-Time Alarm Management System for Emergency Situations.
R4961	A Genetic Algorithm with Priority Rules for Solving Job-Shop Scheduling Problems.
R4962	MiTS in Depth: An Analysis of Distinct Tabu Search Configurations for Constructing Mixed Covering Arrays.
R4963	Investigation of Strategies for the Generation of Multiclass Support Vector Machines.
R4964	Tuning Parameters in Fuzzy Growing Hierarchical Self-Organizing Networks.
R4965	Does Relevance Matter to Data Mining Research?.
R4966	Computational Intelligence in Medical Informatics
R4967	A Proposal on Recommender System Based on Observing Web-Chatting.
R4968	Using Neural Network Model to Evaluate Impact of Economic Growth Rate and National Income Indices on Crude Birth Rate in Taiwan.
R4969	A Survey of First-Order Probabilistic Models.
R4970	Knowledge Engineering or Digital Humanities? - Territorial Intelligence, a Case in Point.
R4971	Trustworthiness Measurement Methodology for e-Business.
R4972	Mastication Robots - Biological Inspiration to Implementation
R4973	Data Privacy: From Technology to Economics.
R4974	Migrating Legacy Assets through SOA to Realize Network Enabled Capability.
R4975	Stabilizing Swarm Intelligence Search via Positive Feedback Resource Allocation.
R4976	A Unifying Framework for LBP and Related Methods.
R4977	Teaching for Long-Term Memory.
R4978	Distributed Learning Classifier Systems.
R4979	An Ontology-Based Intelligent Mobile System for Tourist Guidance.
R4980	Particle Swarm Optimization with Mutation for High Dimensional Problems.
R4981	Application of Chaos-based Pseudo-Random-Bit Generators in Internet-based Online Payments.
R4982	Summaries of Action Rules by Agglomerative Clustering.
R4983	Real-Time Modeling of Ocean Currents for Navigating Underwater Glider Sensing Networks.
R4984	Waveform Optimization for Integrated Radar and Communication Systems Using Meta-Heuristic Algorithms.
R4985	Virtual Reality Simulation of Fire Fighting Robot Dynamic and Motion.
R4986	An Implementation of Collective Collaboration Support System Based on Automated Multi-agent Negotiation.
R4987	Suspect Vehicle Identification for Border Safety.
R4988	Artificial Immune System for Collaborative Spam Filtering.
R4989	Emerging, Collective Intelligence for Personal, Organisational and Social Use.
R4990	Optimization Technologies for Hard Problems.
R4991	Experimental Study of a New Algorithm-Design-Framework Based on Cellular Computing.
R4992	Evolutionary Online Data Mining: An Investigation in a Dynamic Environment.
R4993	Similarity.
R4994	Morphogenetic Robotics - An Evolutionary Developmental Approach to Morphological and Neural Self-Organization of Robotic Systems.
R4995	Multi-Agent Forex Trading System.
R4996	Customer Segmentation Based on Compensatory Fuzzy Logic within a Sustainability CRM for Intermodal Mobility.
R4997	Multivariate Adaptive Embedding, MAE-Process.
R4998	Direct Mining of Rules from Data with Missing Values.
R4999	Asymmetric and Sample Size Sensitive Entropy Measures for Supervised Learning.
R5000	Analysis on Transport Networks of Railway, Subway and Waterbus in Japan.
R5001	Using Boosting Techniques to Improve the Performance of Fuzzy Classification Systems.
R5002	Learning Automata in Control Planning Strategies.
R5003	Evolving Microstructured Optical Fibres.
R5004	The MOTS Workbench.
R5005	A Security Supervision System for Hybrid Networks.
R5006	OMAC: A Discrete Wavelet Transformation Based Negotiation Agent.
R5007	Control of Distributed Autonomous Systems - How to Get a Swarm to Succeed over an Overwhelming Challenge.
R5008	A Bit-Level Visual Secret Sharing Scheme for Multi-Secret Images Using Rotation and Reversion Operatations.
R5009	Parametric Identification of a Three-Phase Machine with Genetic Algorithms.
R5010	Evolving Artificial Neural Network Ensembles.
R5011	Multi-Objective Wavelet-Based Pixel-Level Image Fusion Using Multi-Objective Constriction Particle Swarm Optimization.
R5012	Graph Subdivision Methods in Interval Global Optimization.
R5013	Learning Continuous Grasp Affordances by Sensorimotor Exploration.
R5014	Accent in Speech Samples: Support Vector Machines for Classification and Rule Extraction.
R5015	A Layered Approach to Composition and Interoperation in Complex Systems.
R5016	MP Systems and Hybrid Petri Nets.
R5017	Secure Data Aggregation in Wireless Sensor Networks.
R5018	Vision Based Systemsfor UAV Applications
R5019	Methodology for Evaluating Citation Parsing and Matching.
R5020	Cascade Classifiers for Hierarchical Decision Systems.
R5021	Semantics in the Field of Widgets: A Case Study in Public Transportation Departure Notifications.
R5022	A New Approach for the Extraction of Moving Objects.
R5023	Trading-Off Diversity and Accuracy for Optimal Ensemble Tree Selection in Random Forests.
R5024	Direct and Indirect Neural Identification and Control of a Continuous Bioprocess via Marquardt Learning.
R5025	Design and Field Testing of Water Quality Sensor Modules Designed for Round-the-Clock Operations from Buoys and Biomimetic Underwater Robots.
R5026	Social Network Database Querying Based on Computing with Words.
R5027	Real-Time Local GP Model Learning.
R5028	Chaotic Systems Reconstruction.
R5029	A Comparative Study between Human-Human Interaction and Human-Robot Interaction.
R5030	Simple Algorithms for Frequent Item Set Mining.
R5031	Intensity and Region-Based Feature Recognition in Solar Images.
R5032	A Tutorial on Multi-label Classification Techniques.
R5033	Derivative-Free Optimization for Oil Field Operations.
R5034	Customer Experience Management in E-Services.
R5035	A Vision-Based Remote Control.
R5036	Context-Aware Environments for the Internet of Things.
R5037	Reversible Watermarking Techniques.
R5038	Systems Engineering Approach to Sustainable Energy Supply.
R5039	Voronoi-Based Outdoor Traversable Region Modelling.
R5040	Exploring the Sensitivity of Fuzzy Decision Models to Landscape Information Inputs in a Spatially Explicit Individual-Based Ecological Model.
R5041	New Directions in Intelligent Interactive Multimedia
R5042	Neural Networks in Model Predictive Control.
R5043	Comparison of Metaheuristic Algorithms with a Methodology of Design for the Evaluation of Hard Constraints over the Course Timetabling Problem.
R5044	Evolving Fuzzy Classifier for Novelty Detection and Landmark Recognition by Mobile Robots.
R5045	Improvement of the Backpropagation Algorithm Using (1+1) Evolutionary Strategies.
R5046	Formal and Computational Model for A. Smith's Invisible Hand Paradigm.
R5047	Modeling Supra-Segmental Features of Syllables Using Neural Networks.
R5048	Adaptive Strategies for Operator Allocation.
R5049	Prefiguring Ethical Chances: The Role of Moral Mediators.
R5050	Non-linear Principal Component Analysis of the Implied Volatility Smile using a Quantum-inspired Evolutionary Algorithm.
R5051	Character Recognition Using 2D View and Support Vector Machine.
R5052	Cognition, Environment and the Collapse of Civilizations.
R5053	System for Multi-axial Mechanical Stabilization of Digital Camera.
R5054	The Angular Threshold for Frog Collision Avoidance Behavior Changes Depending on Not Only the Stimulus Location But Also the Behavioral Strategy.
R5055	Active Learning Using a Constructive Neural Network Algorithm.
R5056	New Opportunities in Personal Network Data Collection.
R5057	Constructive Neural Networks
R5058	Classification and Clustering for Knowledge Discovery
R5059	Bio-Inspired Technologies for the Hardware of Adaptive Systems - Real-World Implementations and Applications
R5060	A Novel Region Growing Segmentation Algorithm for Mass Extraction in Mammograms.
R5061	A Replanning Support for Critical Decision Making Situations: A Modelling Approach.
R5062	Next Generation Data Technologies for Collective Computational Intelligence
R5063	Decision-Making Under Conditions of Multiple Values and Variation in Conditions of Risk and Uncertainty.
R5064	Some Global Measures for Shape Retrieval.
R5065	An Evolutionary Multi-objective Adaptive Meta-modeling Procedure Using Artificial Neural Networks.
R5066	Soft Computing Techniques in Vision Science
R5067	A Lagrangian Decomposition/Evolutionary Algorithm Hybrid for the Knapsack Constrained Maximum Spanning Tree Problem.
