R662	Blue and green bird perched on a twig.
R663	Blue and Green Hummingbird sitting on a branch.
R664	Small bird with colorful feathers perched on a branch.
R665	A baby penguin eats out of its mothers mouth.
R666	Adult penguin feeding its young.
R667	An adult penguin feeding a younger penguin.
R668	an adult penguin regurgitating food for its young
R669	Four penguins are standing on rocks near the water.
R670	A black bird sits on the edge of a piece of pavement looking to the side.
R671	A blackbird sitting on the ground.
R672	Black bird sitting on a concrete slab.
R673	Black bird standing on concrete.
R674	The black bird is sitting on the ground.
R675	A bird eating from a bird feeder.
R676	A bird lands on a bird feeder.
R677	A hummingbird eats out of a bird feeder.
R678	Bird eating from a bird feeder
R679	Bird eating from a bird feeder.
R680	A humming bird feeding
R681	A hummingbird on a branch.
R682	A Hummingbird sits on a small branch while flapping its wings.
R683	A perched humming bird
R684	The hummingbird is perched at a bird feeder.
R685	A bird standing on top of a wooden fencepost.
R686	A bird with a blue tail stretches its neck.
R687	A bird with a somewhat long neck is on a fencepost looking to the right.
R688	A large bird standing on a wooden beam with its head backwards.
R689	A long-necked bird with an orange beak perches on a wooden post.
R690	A Hummingbird landing on a selection of glassware outside.
R691	A hummingbird perched on a feeder.
R692	Humming bird and feeders
R693	Humming bird perched on metal bar.
R694	Two hummingbird feeders, one blue one red, with a hummingbird above.
R695	one white bird and a black and white bird on a grassy plain
R696	Two affectionate birds in a field of dead grass.
R697	two birds close to each others
R698	Two birds, one white while the other more colorful, face each other.
R699	Two long-legged birds face each other in tall grass.
R700	birds sitting on abar
R701	Close up of two birds perched on a round piece of steel.
R702	Two birds are perched on a metal band.
R703	Two small birds facing in opposite directions.
R704	Two small birds perched on a metal bar.
R705	Two birds fly by a fencepost.
R706	Two birds flying next to barbed wire fence.
R707	Two green birds flying above the telephone wires.
R708	Two green birds fly towards a wooden telephone pole.
R709	Two green flowers above wire.
R710	A man and a boy take a serene walk on the beach.
R711	A man and a woman holding hands walking along the beach.
R712	A man and boy walking along a beach with the sea in the background.
R713	A man with a beard and a skullcap and a boy walk along the ocean's shore.
R714	Man and boy walking on beach.
R715	a bird with bright colors
R716	A close-up of a green bird with a red face and purple tail feathers.
R717	A green bird with a red face sitting.
R718	A small green bird with a red beak.
R719	Tropical bird sitting on wet rock.
R720	A red bird and four other birds sitting in the snow.
R721	Family of birds walking standing in the snow.
R722	Five birds stand on the snow.
R723	Several cardinals stand in the snow.
R724	Small birds sitting on snow.
R725	A green and orange lovebird with its feet vertically on its cage.
R726	A yellow and orange bird hold on to the side of a cage.
R727	A yellow parrot clings to the side of its cage.
R728	Beautiful orange and green bird hanging onto a cage.
R729	Yellow and orange parrot hanging from the side of his cage.
R730	A brown duck and white duck stand on the grass.
R731	A duck and goose standing by a stream.
R732	A mallard and a tame white duck on the grass near water.
R733	Brown and white ducks walking on green grass.
R734	Two ducks are standing by the water.
R735	A brown, white and black spotted owl.
R736	A close up view of an owl.
R737	An owl sits quietly for the photo.
R738	Up close view of an owl.
R739	Up close view of calico colored owl.
R740	A bird in the tree is shaking its feathers.
R741	A bird is sitting on branches of a tree.
R742	A bird sitting on a branch viewed from below.
R743	A small bird on a tiny branch.
R744	Fuzzy image of critter on tree branch.
R745	The two birds are standing on the ground.
R746	Two ducks on moss covered ledge.
R747	Two ducks standing near a tree on the river bank.
R748	Two ducks standing on edge of algae covered stone.
R749	Two mallard ducks stand on moss near trees.
R750	A family getting ready to go canoe on a small lake.
R751	Three people are by the water with yellow canoes
R752	Three people preparing to canoe.
R753	Two people are carrying a yellow canoe down to the water, while a man in red and black walks away from a canoe already near the water.
R754	Two people carrying a canoe into a river while a third person walks out of the picture.
R755	A group of river barges with trees in the background.
R756	A pier with the word "Buchanan" on it in the middle of the water.
R757	Barge floating through the water.
R758	Empty barge floating down a river.
R759	The Buchanan barge floats down the lake.
R760	A beautiful lake surrounded by trees with two small boats on the beach.
R761	A boat is shown in the foreground of a river-side scene, with mountains and trees in the background.
R762	A small watercraft at the edge of a lake.
R763	The great outdoors with blue water, evergreen trees, and heavy clouds.
R764	Two boats docked on a lakeside.
R765	A caravel towing a fiberglass boat.
R766	A large boat pulling a small white boat.
R767	An old fashioned wooden sailing ship in the ocean.
R768	Sail boat sailing through the water on the ocean.
R769	The ship is sailing in the ocean.
R770	A big ship sails in front of a mountain village.
R771	A Disney cruise ship docked in front of hills at port.
R772	A large cruise ship is traveling in the water with hills behind it.
R773	Large cruise ship floating on the water.
R774	Ocean liner close to coast with houses in the background
R775	A cruise ship docked at a coast.
R776	A docked blue and white cruise ship.
R777	A large cruise ship in harbor with trees behind.
R778	A wide screen view of a cruise liner docked at the sea shore.
R779	Large white cruise ship floating on water.
R780	A family on a boat with a cross on a river
R781	A happy couple with a young child wearing a life preserver sitting on a boat.
R782	A man, a woman, and a child sit on boat with a large cross on it.
R783	A man, women and small child sitting on top of a boat moving along the river.
R784	Family of three sitting on deck, child wearing red vest, brush and shoes are seen in the foreground.
R785	A view from shore of docks, boats and a body of water with trees all around.
R786	A view through the trees of the water, the docks, and the boats.
R787	Sailboats tied up at the docks viewed through trees.
R788	Several boats tied to the boat docks in the water.
R789	Two boats docked on a lake
R790	a boat moving in a river
R791	A canal boat moving along a canal with trees and hills in the background.
R792	A red boat travels down a narrow river surrounded by grassland.
R793	Red boat on a river
R794	Small boat going down a creek.
R795	A man in a canoe on a sunny day.
R796	A man on a yellow canoe paddles down a river.
R797	Man in yellow canoe paddling through water.
R798	Man paddling a yellow canoe towards a the shore.
R799	Two people padding in a yellow canoe down a river with trees in the background.
R800	An empty boat begs to be used.
R801	An empty boat named the "Why Not" is floating next to a sign that says "Private Fishing".
R802	A small dingy in the water in front of a 'Private Fishing' sign.
R803	A small white boat tied up to the river bank next to a private fishing sign.
R804	White canoe docked on the water bank.
R805	Airplanes flying in formation over boats in a body of water.
R806	Four blue air planes fly over water with five white boats in it.
R807	Four blue and yellow planes flying over four boats.
R808	Four blue and yellow planes in flight.
R809	Four blue jets fly above a harbor trailing blue smoke.
R810	a cruiseliner docked at a port
R811	A cruise ship is in front of a docking area.
R812	A docked cruise ship.
R813	The cruise ship docks to possibly load new passengers.
R814	White cruise ship floating on the water.
R815	A dark-haired man with a mustache is behind a red-haired man on a boat.
R816	Two men on a ship are looking into the camera.
R817	Two men on a ship at sea are posing for a camera up close.
R818	Two men on boat floating on the water.
R819	Two men, one blonde and one brunette, stand in a a large boat on the ocean.
R820	A man stands while paddling a small canoe.
R821	A person stands and rows a wooden boat in dirty water.
R822	Person steering wooden boat through brown water.
R823	The local fisherman sets off on their boat.
R824	Villager on a wooden boat floating on a dirty river.
R825	A docked fishing boat on a clear day.
R826	a fishing boat at anchor
R827	A small fishing boat anchored in a cove.
R828	A wooden freighter at anchor.
R829	Fisherman's boat floating on the water.
R830	A big white ship is docked.
R831	A large, rusted white ship is docked in brown waters just offshore.
R832	a large ship parallel to the muddy shore
R833	A large ship that is docked.
R834	White cruise ship anchored near shore.
R835	A cruise ship called the Carnival Triumph is moving through the water.
R836	A large white Carnival cruise ship glides through the water against a blue sky.
R837	A large white cruise liner at sea.
R838	a white cruise ship sailing
R839	Two men on a pebble beach, near the edge of the water, are posing on a cloudy day.
R840	Two men wearing coats and hats stand on the shore of a body of water.
R841	Two people stand on a shore with a suspension bridge in the background.
R842	Two people wearing jeans, jackets, and hats stand near a large river.
R843	A channel of water runs through a city with boats and fairies as seen over a rail.
R844	A city skyline and river
R845	There is a bridge over the top of the water with boats in it.
R846	View of river from a railing.
R847	A small yellow boat is beached on the shore near the ocean.
R848	A small yellow boat sitting on a tropical beach.
R849	A yellow boat on shore
R850	Yellow boat on a beach
R851	Aircraft carrier floating in middle of ocean.
R852	Aircraft carrier on the open ocean.
R853	A large, flat port is positioned in a large body of water.
R854	An Aircraft Carrier at sea.
R855	A cruise liner docked at a port.
R856	A cruise liner docked at the shoreline.
R857	A cruise ship docked at shore.
R858	A small boat sets off across a lake!
R859	A boat with four sails is sailing on water.
R860	A sail boat on the ocean.
R861	Sailboat in a body of water.
R862	Sailboat sailing on a cloudy day.
R863	A man is rowing a gondola through a city waterway.
R864	A man paddles a blue boat with docks in the background at night.
R865	a man paddling on a boat across a lake
R866	Gondola and city skyline
R867	A boat is docked in water.
R868	Am open-topped boat is moored in a calm bay.
R869	A small motorboat is in the shallow water.
R870	Small wooden boat anchored near shore.
R871	Black and white picture of two old cruise liners.
R872	two big ships and a little one on the bank of a river
R873	Two cruiseships lines up side by side.
R874	Two large ships passing in a port area.
R875	A car with a canoe on top is parked on the street near a moped.
R876	A parked car with two canoes on the roof.
R877	Car with kayak strapped on the top.
R878	Station wagon with canoe on top.
R879	a boat with two people on blue water in front of a fort
R880	A lone boat wades in the peaceful sea.
R881	Two men in a small wooden canoe on the water.
R882	Two men in the ocean in a small canoe paddle in front of a cement structure.
R883	Boats anchor off a short distance from the shore.
R884	Boats, blue lake and villas in front of a hill.
R885	Boats on the ocean with a hill behind it.
R886	The boats are on the water located in front of the mountain.
R887	A three masted schooner lying at anchor.
R888	A three mast ship sailing in front of a larger cruise ship in the open sea.
R889	A wooden ship sailing.
R890	A wooden yacht on the ocean.
R891	A cruise ship in harbor with rain clouds overhead.
R892	A large ship is docked on a cloudy day.
R893	A large yacht boat called "Cunard" is docked.
R894	The liner prepares to set out in stormy weather.
R895	A large boat in the water at the marina.
R896	A large boat on the sea.
R897	An old fashioned wooden sailing ship is parked at the pier.
R898	A yellow and black sail boat that is docked.
R899	A photo from the air of four people in a thin canoe.
R900	four people are on a boat on green water
R901	Four people on a catamaran boat looking up while floating in the water.
R902	People in an outrigger canoe sail on emerald green water.
R903	A red boat in the middle of a lake with trees in the distance.
R904	A red boat is floating on water, surrounded by evergreen trees.
R905	Bright blue lake with a boat in the distance.
R906	Red boat in lake surrounded by trees.
R907	A dilapidated pier and a boat in the water with several people on it.
R908	A raft with 3 adults and two children in a river.
R909	Four people in a canoe paddling in a river lined with cliffs.
R910	Several people in a canoe in the river.
R911	A sailboat at sea
R912	A sailboat with a yellow sail in the water.
R913	a sailing boat and a motor boat are in the distance
R914	Boat on sea with yellow and white sails.
R915	a sail boat with two people
R916	Two men on a sailboat with a blue sail.
R917	Two men sailing a small boat towards the camera.
R918	Two men sailing in a small sailboat.
R919	A male and female in a moving sail boat on a lake
R920	A small sailboat passes in front of the lakeside forest and houses near a yellow buoy.
R921	A yellow and white sail boat glides between the shore and a yellow buoy.
R922	Sail boat on water with two people riding inside.
R923	A fisherman in a small boat in the middle of a peaceful lake.
R924	A man fishing on a small boat while on a lake.
R925	a person on a canoe on a lake
R926	The person holds a fishing reel in a small boat on calm waters.
R927	A distant view of a sailboat surrounded by the calm blue sea.
R928	A sail boat with two masts sails along the horizon.
R929	A sailing boat in the distance across the ocean
R930	A schooner in the offing.
R931	a view over a cliff with a big sailboat in the distance
R932	behind a cliff, a boat sails away
R933	Plants grow out of rock near blue water as a boat sails
R934	Sailboat in the distance with a closeup of a cliff.
R935	Guys in a boat fishing, one of them holding a large fish.
R936	Two men are fishing with a net from a red boat.
R937	Two men are in a bass boat one of them is holding a fish the other is holding a net.
R938	Two men catching a fish in a swamp.
R939	Two people in a red boat have caught a large fish.
R940	A boat is going down a river in a city.
R941	A passenger boat travels down a city river.
R942	A river view of a city.
R943	A view of a city from the river.
R944	Tranquil image of a riverboat moving smoothly with the city in the background.
R945	An ocean liner at sea.
R946	A picture of a large ship in the background not far from the shore with an object submerged in the shallow water in the foreground.
R947	A view of an incoming yacht taken from the dirty shores of the ocean.
R948	Dirty water near beach with large white cruiseship in background.
R949	The bow of a cruse ship shot from shore.
R950	A bus parked by a harbor.
R951	A white bus with the word Julia is near water and a big ship.
R952	A white bus with water and a barge in the background.
R953	A white Julia bus passing by the waterfront.
R954	Large green boat floating on water.l
R955	Couple sailing in a small sailboat.
R956	The two sailors take the boat for a ride on a windy day.
R957	Two people are sailing a small boat.
R958	Two people sailing a small white sail boat.
R959	Two women in a sailboat.
R960	A cruise ship coming into port.
R961	An ocean liner near shore.
R962	The big white boat is in the ocean.
R963	The bow and port side of a cruise ship in a narrow channel.
R964	The large white cruise ship sails close to the beach.
R965	A man and two women are posing for the camera on a boat in the water.
R966	a shirtless bald man and two young women on a boat
R967	Group of 3 people posing for a picture eon a white boat.
R968	The three people are on a white boat.
R969	Two girls on a guy posing on the bow a boat.
R970	A fairy tour boat is docked near a city with some flowers in the foreground.
R971	A foreign boat at the dock of a river across from a large city.
R972	A small ferry boat with a green roof at a dock.
R973	A small passenger boat tied up at a dock.
R974	A tour boat docked next to flowers.
R975	A small white cat sitting in a sink.
R976	A small white cat standing in a sink.
R977	A white and grey cat in a bathroom sink looking at the camera.
R978	Grey and white cat sitting in bathroom sink.
R979	White cat sitting inside of a sink.
R980	A 4-H booth with posters, television, and three people presenting near a laptop.
R981	A presenting being interviewed
R982	People pose with a microphone in front of a display.
R983	The people are in front of the 4-H display.
R984	Vendors work their booth at the trade show.
R985	A kitchen area
R986	A kitchen in a small apartment.
R987	A small kitchen with a microwave and fridge.
R988	a yellow kitchen with white cabinets
R989	A yellow kitchen with white cupboards and appliances.
R990	An office cube has a desktop computer, a cluttered desk, and a blue office chair.
R991	An office workstation with personal belongings.
R992	Office desk with computer monitor on.
R993	Office space with desktop computer and blue office chair.
R994	The office has computer on the table and other miscellaneous items.
R995	A mother prepares to feed her infant son.
R996	A person holding a baby.
R997	A person holds a young baby who is sleeping.
R998	A person is holding a baby.
R999	The brown-haired person holds a baby which appears to be sleeping.
R1000	Three balding men pose together.
R1001	Three guys, 1 wearing glasses, pose for the camera at an event held in a tent.
R1002	Three men posing in a tent.
R1003	Three middle aged men having a good time under a tent-like structure at an evening social function.
R1004	Three older gentlemen under a large tent.
R1005	an empty glass vase and a colorful vase with paper flowers behind it made from a bottle
R1006	An empty glass vase and a painted Coke bottle with paper flowers.
R1007	A vase and homemade flowers.
R1008	Two clear vases and a bright multi-colored vase full of artificial flowers sit on top of a piano underneath a painting.
R1009	Two clear vases and homemade looking vase with homemade flowers.
R1010	A father napping in a chair with a baby on his lap.
R1011	A man asleep in a chair holding a baby.
R1012	A man in a pink shirt sleeping with a baby in his lap.
R1013	A man sleeps with a baby in his lap.
R1014	Man with pink shirt sleeping on chair with infant.
R1015	A man dressed for a race relaxes.
R1016	An older gentlemen relaxing after a race
R1017	A runner is resting in the shade with a bottle of soda.
R1018	Older gentleman sitting down with bottle in hands.
R1019	The man in bicycle clothes is reclining with a plastic bottle.
R1020	A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.
R1021	A woman holding a bottle of milk and a box of corn flakes.
R1022	A women at a party holding a box of Corn Flakes and milk.
R1023	Woman posing in library with corn flakes and milk.
R1024	Young woman with corn flake cereal and drink in left hand.
R1025	A man adding ingredients to a large, streaming bowl.
R1026	A man in a black sweatshirt cooks vegetables.
R1027	Asian man cooking
R1028	A young oriental man cooking.
R1029	The young man cooks at home.
R1030	A blue and green bottle on the sides of an empty bottle.
R1031	An empty bottle is positioned at center, with one full bottle to its left and another to its right.
R1032	Three bottles are on a table.
R1033	Three medicinal bottles on a table top ;: one full of blue liquid, one empty, one filled with green liquid.
R1034	Two bottles of facial astringent next to an empty bottle.
R1035	a bald man is explaining the rules of a card game to a fat man
R1036	The two men are playing cards on the table.
R1037	Two men sit at a kitchen counter facing each other while one has playing cards in front of him.
R1038	Two men sit opposite each other at a table with playing cards spread out.
R1039	Two men with snacks are involved in an intense-looking card game
R1040	A dark-skinned man in a green jacket holds up a bottle of beer toward me.
R1041	A man raises a lager beer bottle.
R1042	A young man holds up a bottle of lager while two other men stand in the background.
R1043	A young man holds up a bottle of light beer.
R1044	The guy in the green shirt is holding a beer up in the air.
R1045	A man holding a green bottle in left hand and petting horse with the other.
R1046	A man in a cowboy hat is looking at a brown horse whose head is reaching over the fence.
R1047	A man with a bottle is petting a brown horse.
R1048	Man petting horse over fence.
R1049	Man petting horse with beer in his hand.
R1050	A black and white photo of two men drinking alcohol and one holding a guitar.
R1051	A man stands on the left, one sits in the middle, and the other plays a guitar in a black and white photo.
R1052	An old black and white photo of three men on a porch playing music and drinking.
R1053	The men are playing a guitar and having a drink.
R1054	Three young men in the 1940s smile for the camera, one holding a guitar.
R1055	A baby holds a ketchup packet.
R1056	A baby in a highchair holds a ketchup packet.
R1057	A baby is seated in a polka-dotted high chair and holding a packet of cats.
R1058	A small child sitting in a multicolored chair.
R1059	A toddler in a polka-dotted chair plays with condiment packages.
R1060	A cluttered desk has a red and white tablecloth.
R1061	a laptop on a desk and a chair
R1062	A long table covered with a tapestry being used as a desk.
R1063	A table with a computer and office supplies.
R1064	Laptop computer on a quilt covered table.
R1065	A messy car
R1066	A messy car inside and steaming wheel
R1067	Inside of car with driver and passenger airbags deployed.
R1068	The driving seat of a car with the airbags used and deflated.
R1069	The interior of a car with deployed air bags and an unopened bottle of Dr. Pepper on the floor.
R1070	A black and white photo of a glass bottle of Coca Cola.
R1071	A close-up, distorted photo of an empty glass Coke bottle.
R1072	A close up of an empty glass Coca-Cola bottle.
R1073	This is a black and white photograph of an empty 8 oz. Coca Cola bottle.
R1074	This is a black and white picture of a short squat Coca-cola bottle.
R1075	A black and white picture of a kitchen shelf with a lamp overhead.
R1076	A kitchen nook with vintage cans, jars and bottles on display.
R1077	Black and white picture of a shelf
R1078	Ledge with antique cans.
R1079	There are various old spices and tools on a shelf.
R1080	a woman at a dinner table writing on her notebook
R1081	A woman at the dining table with wine, beer, and lemons.
R1082	A woman by the table preparing drinks.
R1083	A woman sits with her head down at a table that has alcohol beverages and accessories on it.
R1084	Woman at table busy with something
R1085	A boy and a girl are sitting on a deck and fishing.
R1086	A man fishing with a stick and a woman lying on her back covering her face.
R1087	Man and woman relaxing on deck while fishing.
R1088	Man fishing with a cane pole next to a sleeping girl on a pier.
R1089	Woman lying on a pier while the guy fishes with an old-fashioned stick fishing rod.
R1090	A crowded refrigerator with four levels contains blue lunch bags, yogurt, apples, rolls, leftover containers, and more.
R1091	A fridge full of various food and drink items
R1092	A fully stocked refrigerator.
R1093	A refrigerator filled with no extra space.
R1094	A well stocked refrigerator.
R1095	A bottle of beer and its cap.
R1096	A bottle of beer with the cap taken off.
R1097	A bottle of Fort Garry Dark Ale sits open on a brown table, the cap resting next to it.
R1098	An open bottle of dark ale beer.
R1099	Opened bottle of beer
R1100	A closet door stands open next to a marble-top counter.
R1101	A kitchen sink and countertop with bowls on shelves.
R1102	A kitchen with granite countertops and tiled flooring.
R1103	A small kitchen with items stacked on the shelves and on the counter.
R1104	A small tiled kitchen area.
R1105	A bearded man is holding a child in a sling.
R1106	A bearded man stands while holding a small child in a green sheet.
R1107	A bearded man with a baby in a sling poses.
R1108	Man standing in kitchen with little girl in green sack.
R1109	Man with beard and baby
R1110	A white cat looking out of a kitchen window.
R1111	A white cat sitting in the window pane beside a blue vase of flowers.
R1112	A white cat sitting on a window sill with a small blue vase of purple flowers.
R1113	A white cat staring out a window.
R1114	White domestic cat sitting on window ledge looking outside.
R1115	A black and white photo of a bottle sitting atop a rock carving in front of a line of bushes.
R1116	A bottle of water sitting on a stone in the cemetery.
R1117	A bottle of water sitting on a stone with other stones and a wall in the background.
R1118	Milk bottle standing on a stone.
R1119	Somebody down't "got milk"!
R1120	A man is reading the label on a beverage bottle.
R1121	A man looking at the bottle of beer that he is holding.
R1122	The man in a white tee shirt is holding a beer bottle and looking at it.
R1123	The scraggly haired man is holding up and admiring his bottle of beer.
R1124	Young man with curly black hair holding a beer bottle.
R1125	A man dressed in a pale scarf with a stick.
R1126	A seated young man draped in a tan cloth holding a stick.
R1127	A young man is dressed like a mystic.
R1128	Man sitting cross legged while wearing a brown cloth and holding a wooden stick.
R1129	The man is sitting cross legged wearing a cloak and holding a stick.
R1130	A dish of pasta being devoured off a paper plate.
R1131	A plate full of pasta with two utensils in it.
R1132	Pasta in white sauce on a paper plate.
R1133	The pasta dish has a plastic spoon and a plastic knife sticking out of it.
R1134	White pasta dish with fork and spoon stuck into it.
R1135	A close-up of an open refrigerator with food in it.
R1136	A fridge is open to show an assortment of food.
R1137	A white refrigerator holds various foods and drinks.
R1138	The inside of a white refrigerator.
R1139	The inside of a white refrigerator.
R1140	A couple of gals chat over a bottle of wine.
R1141	Two girls looking at each other over a bottle of wine.
R1142	Two women having a conversation with a wine bottle in the foreground.
R1143	Two women sit at a table with a wine bottle and look at each other.
R1144	Two women staring at each other.
R1145	A blurry photo of a bottle of water.
R1146	A close-up of an Ice Mountain water bottle.
R1147	A close up view of a bottle of water.
R1148	Close up of a bottle of water.
R1149	This is a close-up of a bottle of Ice Mountain water.
R1150	A man sitting cross legged on the grass, with a tree in the background.
R1151	a man sitting on a lawn opening a bottle of champagne
R1152	A man sitting on the grass looking toward the sky.
R1153	A young man prepares to open a bottle of champagne in a park.
R1154	Young gentlemen sitting down on grass popping a cork on champagne bottle.
R1155	A figurine of a man next to a bottle of liquor
R1156	An action figure dancing in front of a bottle of Jack Daniels.
R1157	A statue of an African American man by a Jack Daniels bottle.
R1158	Close up of a Jack Daniels bottle along side a plastic model of a man.
R1159	There is a bottle of Jack Daniels alcohol and a toy figure of a man.
R1160	A row of beer bottles on the floor.
R1161	Beer bottles (-LRB- Harp Lager )-RRB- lined up on the floor
R1162	Eight bottles of beer standing in a row on a wooden floor.
R1163	Eight bottles of Harp beer lined up on a wooden floor.
R1164	Eight bottles of Harp lager lined up on the floor.
R1165	A man and woman are posing for the camera.
R1166	A man and woman stand, smiling for camera.
R1167	A man and women smiling for the camera in a kitchen.
R1168	A young couple take a moment out of their shopping to take a photo.
R1169	Yound man with woman standing together in store.
R1170	A boy holding a beer.
R1171	A guy is drinking a beer and pointing at the camera.
R1172	An inebriated young boy with a beer in his hand
R1173	A teenage boy holding a bottle of beer and smiling.
R1174	A young man smiling as he holds a bottle of beer.
R1175	A black and white photo of a dilapidated wooden fence.
R1176	A black and white photo of an old wooden fence near a dirty street.
R1177	A black and white street scene of litter and a broken fence.
R1178	A discarded bottle and other debris are near a fence on a street.
R1179	Olde leaning wood fence on side of street.
R1180	A green glass jar.
R1181	Close up of a green glass bear bottle.
R1182	Green glass bottle with metal wire at top.
R1183	Old green bottle sitting on a table.
R1184	The green vase sits on the table.
R1185	A man and woman posing on a field with a bottle of wine.
R1186	A man and woman wearing white outfits stand on grass and smile.
R1187	A man in white with a wine bottle and a woman in a red turtleneck with a white vest.
R1188	Man holding a bottle of wine standing next to an asian woman.
R1189	Two people dressed in white standing on a grass field.
R1190	A woman opens gifts on a food covered table while another women photographs her.
R1191	The young lady opens her present at the dinner table.
R1192	Two girls in a messy kitchen, one wrapping a package while the other photographs her.
R1193	Two women in kitchen with one taking a picture.
R1194	Two women in the kitchen looking at a object.
R1195	A dog looks into refrigerator while a person looks on.
R1196	A dog stands near a person and an open refrigerator door.
R1197	A small terrier dog peeks inside the refrigerator.
R1198	Man standing in front of an open refrigerator, with a dog in front.
R1199	Small dog looking into refrigerator as the owner stands by.
R1200	A bottle of Conti Zecca Cantalupi.
R1201	A close up of the label of an empty wine bottle.
R1202	A distorted image of a foreign bottle of wine.
R1203	A green bottle of Cantalupi with a black and white label.
R1204	Red liquid in a green bottle.
R1205	A female in a pink tank top and jeans clutches a bottle of beer in each hand.
R1206	A woman in a pink top posing with beer.
R1207	A women holding two bottles of beer poses for the camera
R1208	Girl double sitting beers
R1209	There is a girl with curly hair in a pink tank top holding two beer bottles.
R1210	A man with a bottle and a man in a Hawaiian shirt are posing for a picture.
R1211	Two guys are smiling, one is holding a beer.
R1212	Two men in button-up shirts smile for the camera.
R1213	Two men wearing glasses and one holding a a bottle.
R1214	Two men with glasses sit together and enjoy some beers
R1215	A baby in a red sox sweatshirt and a dirty face prepares to eat a lemon.
R1216	A baby with a dirty face eats a lemon wedge.
R1217	A boy with food on his face looking at a lemon in a restaurant.
R1218	A small child looking at a lemon on the table in front of them.
R1219	Infant playing with lemon slice on table.
R1220	a bald man lounging on a couch with a young girl and a 40 oz beer and playing cards in his hand
R1221	A man and young woman, the man holding cards and a bottle of some drink.
R1222	A man holding beer bottle and cards posing with young woman on tan couch.
R1223	A man with a bottle of bee and a card and a woman with a sucker are seated on a tan couch.
R1224	A man with a pillow in his shirt sits on a couch holding a beer with his arm around a girl.
R1225	A city bus driving past a building.
R1226	A red bus picks up new passengers
R1227	A red trolley bus passing by on the opposite side of a city street.
R1228	Red bus in front of building.
R1229	The bus makes the rounds in the quaint town.
R1230	A large white "Victory Liner" bus with red and yellow trim is in a parking lot.
R1231	A side view of a passenger bus.
R1232	A Victory Liner bus is white with red and gold stripes.
R1233	A white tour bus with red, orange and yellow stripes.
R1234	The bus has a red, orange and yellow design on it.
R1235	Advertisement sign on top of yellow school bus.
R1236	A man and a woman standing on top of a school bus holding a cloth sign.
R1237	Two people are on top of a school bus, holding a sign up.
R1238	Two people holding a sign while standing on a school bus.
R1239	Two people stand on top of a bus and hold an advertising banner.
R1240	Two buses with their doors open parked side by side
R1241	Two empty buses parked next to each other.
R1242	Two identical buses parked side by side.
R1243	Two old city buses with blue and red striped stand next to each other in a grassy area.
R1244	Two white buses parked side-by-side in the grass.
R1245	A black and white photo of a man standing next to a bus.
R1246	A man standing beside an old bus.
R1247	An old photo of a gentleman near a bus.
R1248	A young man is standing next to a bus.
R1249	Man posing in front of old style truck.
R1250	A red and white bus drives down an England street.
R1251	A red and white bus with England written on the side is waiting at a traffic signal.
R1252	A red and white England bus drives down the street.
R1253	Red and white England bus driving down the street.
R1254	The bus drives on in the damp English weather.
R1255	A black and white bus is parked with the door open.
R1256	A white and blue bus is parked next to some pipe bollards.
R1257	People can be seen through the windows of the parked white and blue bus.
R1258	The bus awaits its passengers to load.
R1259	The white bus is parked on the ground.
R1260	A group of teenagers dancing near a bus.
R1261	Eleven people in tie-dye playing a game.
R1262	Group of people dressed in pink shirts and white pants.
R1263	Men in red tie dyed t-shirts and white pants in front of a red fence with the Olympic symbol on it.
R1264	Youths in costume practice their steps before performing at the Turin Winter Olympic Games.
R1265	A yellow bus has a face and ears like a cat.
R1266	The bus is in the shape of a cat.
R1267	The kitty bus offers the riders a pleasant atmosphere.
R1268	This is a yellow bus whose front is painted and shaped to look like a cat.
R1269	Yellow bus shaped like a cat at side of road.
R1270	A double decker bus on a city street.
R1271	A red double-decker bus drives toward the camera on a busy street.
R1272	Red double decker bus driving down a street.
R1273	Red double decker bus driving down street.
R1274	The red bus is on the street.
R1275	A graffiti-covered school bus sits under a highway overpass.
R1276	An old school bus covered in graffiti parked under a freeway.
R1277	An old yellow bus with graffiti painted on it is parked on a city street under a bridge.
R1278	Bus with graffiti painted on it.
R1279	Graffiti-covered bus parked on street.
R1280	A coach bus parked near another in a parking lot.
R1281	A Greyhound bus parked under a tree.
R1282	A greyhound bus with the word "Vermont" on the side
R1283	The right side of a Grayhound Bus.
R1284	Two buses parked in a parking lot.
R1285	A double decker bus is driving by Big Ben in London.
R1286	Big Ben clock in London with red double decker bus driving by.
R1287	Big Ben with a red double-decker bus passing by.
R1288	There is a double decker bus under Big Ben.
R1289	Tourist move in on Big Ben on a typical overcast London day.
R1290	A Continental air liner parked at an airport.
R1291	A Continental airplane is parked at an airport.
R1292	A parked Continental airplane.
R1293	Baggage carts pass in front of a white Continental airplane parked at the airport.
R1294	Plane on the ground
R1295	A bus drives down a busy road.
R1296	a bus driving in a street
R1297	A passenger bus going down a busy city street.
R1298	A white and red bus traveling on the street.
R1299	Red and white bus driving down road.
R1300	A black and cream bus is parked near other buses.
R1301	Black and white bus in bus yard.
R1302	E1 Bus to London with display next to it
R1303	Many buses are parked in a lot.
R1304	The cream and black London E1 bus is parked between other buses.
R1305	A double decker red United bus on a city street.
R1306	A doubly decker red bus driving down the road.
R1307	A red, double-decker bus.
R1308	A red two story bus driving along the street.
