R0	Ardent Software
R4403	Methodology to Design Fuzzy Logic Controller for Soft-Core Embedded into FPGA.
R4404	Data Reconciliation and Bias Estimation in On-Line Optimization.
R4405	Decision Making Based on Hybrid of Multi-Knowledge and Na
R4406	Centralized Direct and Indirect Neural Control of Distributed Parameter Systems.
R4407	Use of Fuzzy Feature Descriptions to Recognize Handwritten Alphanumeric Characters.
R4408	Machine Learning Applications in Cancer Informatics.
R4409	Hybrid Metaheuristics: An Introduction.
R4410	Exchanging Action-Related Information among Autonomous Robots.
R4411	A Neural Basis for Perceptual Dynamics.
R4412	The Evolutionary-Gradient-Search Procedure in Theory and Practice.
R4413	From Sequence Mining to Multidimensional Sequence Mining.
R4414	Neural Networks Application in Pavement Infrastructure Materials.
R4415	Service Orientation in Holonic and Multi-Agent Manufacturing Control
R4416	RDAP: Requested Data Accessibility Protocol for Vehicular Sensor Networks.
R4417	Statistical Methodologies for Mining Potentially Interesting Contrast Sets.
R4418	From the TSP to the Dynamic VRP: An Application of Neural Networks in Population Based Metaheuristic.
R4419	An Evolutionary Approximation for the Coefficients of Decision Functions within a Support Vector Machine Learning Strategy.
R4420	Self-Optimizing Neural Network 3.
R4421	An Exploration of the Intention to Use Online Store.
R4422	Rumour Propagation on Social Networks as a Function of Diversity.
R4423	Image-Based Sensitive Information Filtering for Teleradiology.
R4424	Affective Reasoning Based on Bi-modal Interaction and User Stereotypes.
R4425	Data Stream Mining Using Granularity-Based Approach.
R4426	Investigation of the Fuzzy System for the Assessment of Cadastre Operators' Work.
R4427	Fisher Linear Discriminant Analysis and Connectionist Model for Efficient Image Recognition.
R4428	Towards Comprehensive Foundations of Computational Intelligence.
R4429	Iterated Local Search Algorithm for the Linear Ordering Problem with Cumulative Costs (LOPCC).
R4430	Efficient ReasoningWith FuzzyWords.
R4431	Unified Framework for Self-organizing Manufacturing Systems Design.
R4432	Calibrating Option Pricing Models with Heuristics.
R4433	Knowledge-Based Evolutionary Linkage in MEMS Design Synthesis.
R4434	Visual System of Sign Alphabet Learning for Poorly-Hearing Children.
R4435	Application of Graphical Models in the Automotive Industry.
R4436	Biofeedback Systems and Their Application in the Hemodialysis Therapy.
R4437	Evolving Opposition-Based Pareto Solutions: Multiobjective Optimization Using Competitive Coevolution.
R4438	Evolutionary Optimization of Business Process Designs.
R4439	On the Usefulness of MOEAs for Getting Compact FRBSs Under Parameter Tuning and Rule Selection.
R4440	Incorporating Subject Areas into the Apertium Machine Translation System.
R4441	Model-Based Chemical Compound Formulation.
R4442	Hybridizations of GRASP with Path-Relinking.
R4443	Agility and Adaptive Autonomy in Networked Organizations.
R4444	Flexible Approaches in Data, Information and Knowledge Management
R4445	Capturing Public Knowledge to Forecast Future Events.
R4446	On Statistical Independence in a Contingency Table.
R4447	On Learning Machines for Engine Control.
R4448	Genetic Algorithms for Multi-Objective Community Detection in Complex Networks.
R4449	Current Trends in Biomedical Data and Applications.
R4450	Covariance-Model-Based RNA Gene Finding: Using Dynamic Programming versus Evolutionary Computing.
R4451	Multi-Objective Evolutionary Algorithm for Radial Basis Function Neural Network Design.
R4452	Medical Education Interfaces Through Virtual Patients Based on Qualitative Simulation.
R4453	Supervised Learning with Complex-valued Neural Networks
R4454	Feature Selection Using Rough Sets.
R4455	Towards Automatic Detection of Various Types of Prominence in Read Aloud Russian Texts.
R4456	Effects of At-Home Nursing Service Scheduling in Multiagent Systems.
R4457	Optimization of Store Performance Using Personalized Pricing.
R4458	Self-Adaptive Heuristics for Evolutionary Computation
R4459	Dealing with Large Datasets Using an Artificial Intelligence Clustering Tool.
R4460	Complex-Valued Neural Networks
R4461	Influential Users in Social Networks.
R4462	What Make Democracy Possible: A Predictive Modeling Approach.
R4463	A Model-Based Approach to Designing Educational Multiplayer Video Games.
R4464	Fusion Methods for Unsupervised Learning Ensembles
R4465	Effect of grouping on classroom communities.
R4466	Observer-Based Iterative Fuzzy and Neural Network Model Inversion for Measurement and Control Applications.
R4467	Programming with Multiple Precision
R4468	Intelligent Knowledge-Based Model for IT Support Organization Evolution.
R4469	Optimum Oil Production Planning using an Evolutionary Approach.
R4470	Particle Swarm Scheduling for Work-Flow Applications in Distributed Computing Environments.
R4471	DLAIP: A Description Logic Based Approach for Dynamic Semantic Web Services Composition.
R4472	Evaluation of Morphological Features for Breast Cells Classification Using Neural Networks.
R4473	On Dynamical Systems of Large Girth or Cycle Indicator and Their Applications to Multivariate Cryptography.
R4474	Fast Segmentation of Ovarian Ultrasound Volumes Using Support Vector Machines and Sparse Learning Sets.
R4475	The USHER System to Generate Semantic Personalised Maps for Travellers.
R4476	Decision Making Under Z-Information.
R4477	Memetic Algorithm for the Generalized Asymmetric Traveling Salesman Problem.
R4478	Computational Methods for Discoveries from Integrated Data - Human-Interactive Annealing for Multilateral Observation.
R4479	Functional Properties of Resonate-and-Fire Neuron Circuits for Bio-Inspired Chemical Sensor Array.
R4480	Probabilistic Interpretation of Neural Networks for the Classification of Vectors, Sequences and Graphs.
R4481	Unsupervised and Supervised Learning of Graph Domains.
R4482	Ranking Learning Entities on the Web by Integrating Network-Based Features.
R4483	Towards a Unifying Probabilistic Implicative Normalized Quality Measure for Association Rules.
R4484	Abstraction Levels for Robotic Imitation: Overview and Computational Approaches.
R4485	Chaos-Based Cryptography - Theory, Algorithms and Applications
R4486	An Evolutionary Approximation for the Coefficients of Decision Functions within a Support Vector Machine Learning Strategy.
R4487	Simultaneous Generation of Accurate and Interpretable Neural Network Classifiers.
R4488	Geometry of Knowledge for Intelligent Systems
R4489	Maximum Simulated Likelihood Estimation: Techniques and Applications in Economics.
R4490	Advances in Neural-Symbolic Learning Systems: Modal and Temporal Reasoning.
R4491	Fuzzy Process Control with Intelligent Data Mining.
R4492	An Analogical Thinking Based New Software Engineering Education Methodology.
R4493	Introduction to Chaos.
R4494	An Empirical Research on the Determinants of User M-Commerce Acceptance.
R4495	Immune Decomposition and Decomposability Analysis of Complex Design Problems with a Graph Theoretic Complexity Measure.
R4496	Intelligent Products in the Supply Chain - 10 Years on.
R4497	Compression with Adaptive Speckle Suppression for Ultrasound Medical Images.
R4498	Self-Organizing Maps for Early Detection of Denial of Service Attacks.
R4499	Trajectory-Based Methods for Modeling and Characterization.
R4500	Performance of Quasi-synchronous Frequency-Hopping Multiple-Access System with OFDM Scheme and Application of the No-Hit-Zone Codes.
R4501	Genetic Algorithms for Applied CAD Problems
R4502	A Genetic-Algorithm-Based Reconfigurable Scheduler.
R4503	Tuning Metaheuristics - A Machine Learning Perspective
R4504	New Challenges in Applied Intelligence Technologies
R4505	Granular Enhancement of Fuzzy ART/SOM Neural Classifiers Based on Lattice Theory.
R4506	A Soft Computing Approach to Enhanced Indexation.
R4507	Particle Swarm Optimization with Dynamic Parameter Adaptation Using Fuzzy Logic for Benchmark Mathematical Functions.
R4508	A Bayesian Solution to the Modifiable Areal Unit Problem.
R4509	Quantum-Inspired Evolutionary Algorithm for Numerical Optimization.
R4510	E-Learning at Work in the Knowledge Virtual Enterprise.
R4511	Model-Based Reasoning and Diagnosis in Traditional Chinese Medicine (TCM).
R4512	Regression and Artificial Neural Network Modeling of Resilient Modulus of Subgrade Soils for Pavement Design Applications.
R4513	Intelligent Networking, Collaborative Systems and Applications
R4514	Segmentation of Breast Cancer Fine Needle Biopsy Cytological Images Using Fuzzy Clustering.
R4515	Optimization of the Choquet Integral Using Genetic Algorithm.
R4516	Intelligent Computational Optimization in Engineering - Techniques and Applications
R4517	The Nozzle's Impact on the Quality of Fabric on the Pneumatic Weaving Machine.
R4518	Recent Advances in Optimal Reliability Allocation.
R4519	An Ensemble Pruning Primer.
R4520	Computational Intelligence in Bioinformatics
R4521	An Approach to Semantic Indexing Based on Tolerance Rough Set Model.
R4522	Semantic-Enabled Information Access: An Application in the Electricity Market Domain.
R4523	Global Optimization in Supply Chain Operations.
R4524	Introduction to Data Mining and its Applications.
R4525	Robot Localization Using Vision.
R4526	A New Way for Hierarchical and Topological Clustering.
R4527	An Approach for Anomaly Intrusion Detection Based on Causal Knowledge-Driven Diagnosis and Direction.
R4528	Opposition Mining in Reservoir Management.
R4529	Parallel and Distributed Computational Intelligence
R4530	Cluster Validating Techniques in the Presence of Duplicates.
R4531	Optimization of Modular Neural Networks with Interval Type-2 Fuzzy Logic Integration Using an Evolutionary Method with Application to Multimodal Biometry.
R4532	BREVE: An HMPerceptron-Based Chord Recognition System.
R4533	A Network Design Problem by a GA with Linkage Identification and Recombination for Overlapping Building Blocks.
R4534	Sensor Mining for User Behavior Profiling in Intelligent Environments.
R4535	An Order-Driven Agent-Based Artificial Stock Market to Analyze Liquidity Costs of Market Orders in the Taiwan Stock Market.
R4536	Navigational Information as Emergent Intelligence of Spontaneously Structuring Web Space.
R4537	Recognition and Location of Objects in the Visual Field of a UAV Vision System.
R4538	Cluster-Lift Method for Mapping Research Activities over a Concept Tree.
R4539	Business Intelligence Taxonomy.
R4540	Self-adaptative and Coevolving Memetic Algorithms.
R4541	DNA Encoding Methods in the Field of DNA Computing.
R4542	Analysis of Chord Progression Data.
R4543	An Evolutionary Algorithm with Distance Measure for the Split Delivery Capacitated Arc Routing Problem.
R4544	An Application of LS-SVM Method for Clustering in Wireless Sensor Networks.
R4545	Adaptive Hierarchical Multi-agent Organizations.
R4546	Facial Feature Extraction Using a 4D Stereo Camera System.
R4547	Present and Future Dialysis Challenges.
R4548	Negotiation Strategies with Incomplete Information and Social and Cognitive System for Intelligent Human-Agent Interaction.
R4549	Human Cognition as a Foundation for the Emerging Egocentric Interaction Paradigm.
R4550	Engineering Evolutionary Intelligent Systems: Methodologies, Architectures and Reviews.
R4551	Regime-Switching Recurrent Reinforcement Learning in Automated Trading.
R4552	Fextor: A Feature Extraction Framework for Natural Language Processing: A Case Study in Word Sense Disambiguation, Relation Recognition and Anaphora Resolution.
R4553	The Effect of Preference Representation on Learning Preferences in Negotiation.
R4554	Positive Real Synthesis of Networked Control System: An LMI Approach.
R4555	Processing of Continuous k Nearest Neighbor Queries in Road Networks.
R4556	Adaptive and Personalized Semantic Web
R4557	Hybrid Metaheuristics for Dynamic and Stochastic Vehicle Routing.
R4558	Semantics in Adaptive and Personalized Services: Methods, Tools and Applications
R4559	Ontology-Based Profiling and Recommendations for Mobile TV.
R4560	Reformulations in Mathematical Programming: A Computational Approach.
R4561	Non-recursive Interference Calculi - A Mathematical Calculus Immanent in Nervous Activity.
R4562	Neural Grammar Networks.
R4563	Knowledge Discovery from Medical Data: An Empirical Study with XCS.
R4564	Partitioning Methods to Parallelize Constraint Programming Solver Using the Parallel Framework Bobpp.
R4565	An Introduction to the Use of Neural Networks for Network Intrusion Detection.
R4566	Compensatory Fuzzy Logic Inference.
R4567	Techniques and Kinetics of Hemodiafiltration.
R4568	Hybrid GRASP Heuristics.
R4569	Topological Mapping with Image Sequence Partitioning.
R4570	Collective Intelligence of Networked Agents.
R4571	Shadowed Fuzzy Sets: A Framework with More Freedom Degrees for Handling Uncertainties Than Interval Type-2 Fuzzy Sets and Lower Computational Complexity Than General Type-2 Fuzzy Sets.
R4572	Integrating Local and Personalised Modelling with Global Ontology Knowledge Bases for Biomedical and Bioinformatics Decision Support.
R4573	Fuzzy Ensemble Design through Multi-Objective Fuzzy Rule Selection.
R4574	Some Properties of the Broyden Restricted Class of Updates with Oblique Projections.
R4575	Optimizing Shape Design with Distributed Parallel Genetic Programming on GPUs.
R4576	Linear Programming with Interval Type-2 Fuzzy Constraints.
R4577	A Tutorial on Learning with Bayesian Networks.
R4578	An Overview on Mining Data Streams.
R4579	Shape Understanding System - Knowledge Implementation and Learning
R4580	Emergence of Norms in Multi-agent Societies: An Ultimatum Game Case Study.
R4581	Multiobjective Memetic Algorithms.
R4582	A Distributed Architecture for Multimedia File Storage, Analysis and Processing.
R4583	A Generic Sublayer for Structured Peer-to-Peer-Networks.
R4584	Multi-Objective Neural Network Optimization for Visual Object Detection.
R4585	Investigating a Bottom-up Approach for Extracting Ontologies from Urban Databases.
R4586	Soft Computing Methods for Microwave and Millimeter-Wave Design Problems
R4587	A Load Balancing Algorithm for Multi-agent Systems.
R4588	The Many Faces of a Kohonen Map A Case Study: SOM-based Clustering for On-Line Fraud Behavior Classification.
R4589	E-Learning and the Process of Studying in Virtual Contexts.
R4590	Genetic Optimization of Multidimensional Technological Process Reliability.
R4591	Video-Based Deception Detection.
R4592	Design Issues for Vision-Based Motor-Rehabilitation Serious Games.
R4593	Integrative Probabilistic Evolving Spiking Neural Networks Utilising Quantum Inspired Evolutionary Algorithm: A Computational Framework.
R4594	Towards Happiness: Possibility-Driven Design.
R4595	Combining Two Search Paradigms for Multi-objective Optimization: Two-Phase and Pareto Local Search.
R4596	Cognitive Techniques in Visual Data Interpretation
R4597	Comparative Analysis of Power Loses in Selected Measurement Devices Used in SMART GRID Systems.
R4598	Contraction-Based Heuristics to Improve the Efficiency of Algorithms Solving the Graph Colouring Problem.
R4599	Scalability Potential of Multi-core Architecture in a Neuro-Fuzzy System.
R4600	On Human Resource Adaptability in an Agent-Based Virtual Organization.
R4601	Discovery and Selection of Semantic Web Services
R4602	Mobile Photography within a Social Context.
R4603	Mobile Agents and Eventually Perfect Predicate Detection: An Intelligent General Approach to Monitoring Distributed Systems.
R4604	Power Consumption Constrained Task Scheduling Using Enhanced Genetic Algorithms.
R4605	Semantic Hyper/Multimedia Adaptation - Schemes and Applications
R4606	Features Detection from Industrial Noisy 3D CT Data for Reverse Engineering.
R4607	Multicriteria Models for Learning Ordinal Data: A Literature Review.
R4608	A Hybrid Emulation Environment for Airborne Wireless Networks.
R4609	EPSO: Evolutionary Particle Swarms.
R4610	Performing Feature Selection with ACO.
R4611	Towards Modern Collaborative Knowledge Sharing Systems
R4612	Cache Offset Based Scheduling Strategy for P2P Streaming.
R4613	The Geometric Local Textural Patterns (GLTP).
R4614	Graph-Based and Structural Methods for Fingerprint Classification.
R4615	Studying the Effects of Dual Coding on the Adaptation of Representation for Linkage in Evolutionary Algorithms.
R4616	Obtaining Factors Describing Impression of Questions and Answers and Estimation of Their Scores from Feature Values of Statements.
R4617	A Study of Techniques to Improve the Efficiency of a Multi-Objective Particle Swarm Optimizer.
R4618	Cybernetic Approach to Project Management: Where Sense Making Intelligence Is Needed.
R4619	Checking System Substitutability: An Application to Interactive Systems.
R4620	Children Psychotherapy with Mobile Devices.
R4621	A Min-Max Modular Network with Gaussian-Zero-Crossing Function.
R4622	A Service Science Knowledge Environment in the Cloud.
R4623	Machine Learning for Reading Order Detection in Document Image Understanding.
R4624	Adaptive Estimation of Distribution Algorithms.
R4625	A New Generation of Biomedical Equipment Based on FPGA. Arguments and Facts.
R4626	Logical Consequences in Partial Knowledge Bases.
R4627	A Semantic Description Model for the Development and Evaluation of Grid-Based, Innovative, Ubiquous and Pervasive Collaborative Learning Scenarios.
R4628	Agent-Based Model of Celtic Population Growth: NetLogo and Python.
R4629	A Review of Bio-inspired Algorithms for Vehicle Routing.
R4630	A Collaborative and Adaptive Design Pattern of the Jigsaw Method within Learning Design-Based E-Learning Systems.
R4631	Minimum Error Entropy Classification
R4632	Fuzzy Data-Mining Hybrid Methods for Recommender Systems.
R4633	Mobile Mini Robots for Space Applications.
R4634	Parallel Evolutionary Algorithms on Consumer-Level Graphics Processing Unit.
R4635	Using a Large Set of Low Level Heuristics in a Hyperheuristic Approach to Personnel Scheduling.
R4636	Compact Representations of Sequential Classification Rules.
R4637	Classification of Complex Molecules.
R4638	Machine Learning Algorithms Inspired by the Work of Ryszard Spencer Michalski.
R4639	Evolvable Hardware: A Problem of Generalization Which Works Best: Large Population Size and Small Number of Generations or visa versa?.
R4640	Cumulant Analysis of Strange Attractors: Theory and Applications.
R4641	Scene Invariant Crowd Counting and Crowd Occupancy Analysis.
R4642	Instance-Based Relevance Feedback in Image Retrieval Using Dissimilarity Spaces.
R4643	Facial Action Unit Recognition Using Filtered Local Binary Pattern Features with Bootstrapped and Weighted ECOC Classifiers.
R4644	Interactive Information Search in Text Data Collections.
R4645	Using Consecutive Swaps to Explore the Insertion Neighborhood in Tabu Search Solution of the Linear Ordering Problem.
R4646	Challenges Relating to RFID Implementation within the Electronic Supply Chain Management - A Practical Approach.
R4647	Semantic Analysis of Verbal Collocations with Lexical Functions
R4648	Ant Colony Optimization and its Application to Regular and Dynamic MAX-SAT Problems.
R4649	FeaFur: A Computer Software Package for Simulating Human Thermophysiological Responses in Dynamic Thermal Environment.
R4650	Prototypes and Case-Based Reasoning for Medical Applications.
R4651	Intelligent Web-Based Natural Language Dialogue Planning for Web Information Filtering.
R4652	Field Server System Using Solar Energy Based on Wireless Sensor.
R4653	A Hybrid Adaptive Architecture for Mobile Robots Based on Reactive Behaviours.
R4654	A Methodology for Supporting Lean Healthcare.
R4655	Penalty-Reward Analysis with Uninorms: A Study of Customer (Dis)Satisfaction.
R4656	Extensions to Knowledge Acquisition and Effect of Multimodal Representation in Unsupervised Learning.
R4657	Complex-Valued Neural Networks
R4658	Enhancing Recursive Supervised Learning Using Clustering and Combinatorial Optimization (RSL-CC).
R4659	Paraconsistent Annotated Logic Program Before-after EVALPSN and Its Application.
R4660	Optimizing Complex Multi-location Inventory Models Using Particle Swarm Optimization.
R4661	Novel Theory and Simulations of Anticipatory Behaviour in Artificial Life Domain.
R4662	FPGA Implementation of the Selected Parts of the Fast Image Segmentation.
R4663	Evolutionary Stochastic Portfolio Optimization.
R4664	Modular Neural Network with Fuzzy Integration and Its Optimization Using Genetic Algorithms for Human Recognition Based on Iris, Ear and Voice Biometrics.
R4665	From Individual EHR Maintenance to Generalised Findings: Experiments for Application of NLP to Patient-Related Texts.
R4666	Data Fusion Methods for Integrating Data-driven Hydrological Models.
R4667	Adaptive Synchronization of Chaotic Systems and Its Uses in Cryptanalysis.
R4668	Magnetically Nonlinear Iron Core Characteristics of Transformers Determined by Differential Evolution.
R4669	Feature Selection for Partial Least Square Based Dimension Reduction.
R4670	Predicting Stock Trends with Time Series Data Mining and Web Content Mining.
R4671	A Data Mining Approach for Adaptive Path Planning on Large Road Networks.
R4672	Extending IMS-LD Capabilities: A Review, a Proposed Framework and Implementation Cases.
R4673	Coverage Enhancement in Wireless Video-Based Sensor Networks with Rotating Capabilities.
R4674	Evolutionary Digital Circuit Design Using Genetic Programming.
R4675	An Evolved Recurrent Neural Network and Its Application.
R4676	"Pre-Ontology" Considerations for Communication in Construction.
R4677	Knowledge Discovery Using Rough Set Theory.
R4678	Assessment of EPCIS Standard for Interoperable Tracking in the Supply Chain.
R4679	Overhead Control in DP-Fair Work Conserving Real-Time Multiprocessor Scheduling.
R4680	A Holistic, In-Compression Approach to Mining Independent Motion Segments for Massive Surveillance Video Collections.
R4681	A Constructive Neural Network for Evolving a Machine Controller in Real-Time.
R4682	Mining and Analyzing Social Networks
R4683	Evolutionary Fuzzy Clustering: An Overview and Efficiency Issues.
R4684	RoboNewbie: A Framework for Experiments with Simulated Humanoid Robots.
R4685	Intrusion Detection in Multi-Agent Systems.
R4686	Network Complexity Analysis of Multilayer Feedforward Artificial Neural Networks.
R4687	Modeling the Reusable Content of Adaptive Web-Based Applications Using an Ontology.
R4688	A Robust Meta-Hyper-Heuristic Approach to Hybrid Flow-Shop Scheduling.
R4689	Dynamical Models for Representing and Building Consensus in Committees.
R4690	Determining the Usability Effect of Pedagogical Interface Agents on Adult Computer Literacy Training.
R4691	Soft Computing for Recognition Based on Biometrics
R4692	Co-Evolutionary Multi-Agent System for Portfolio Optimization.
R4693	Bar Charts in Popular Media: Conveying Their Message to Visually Impaired Users via Speech.
R4694	Growing Self-Organizing Map for Online Continuous Clustering.
R4695	Pareto-Optimal Approaches to Neuro-Ensemble Learning.
R4696	Evolvable Fuzzy Scheduling Scheme for Multiple-ChannelPacket Switching Network.
R4697	Corpus-Based Structure Mapping of XML Document Corpora: A Reinforcement Learning Based Model.
R4698	Emergent Intelligence of Networked Agents
R4699	UPlanIT: An Evolutionary Based Production Planning and Scheduling System.
R4700	Considering Resource Management in Agent-Based Virtual Organization.
R4701	Discovering the Factors Affecting the Location Selection of FDI in China 
R4702	Engineering Stochastic Local Search Algorithms: A Case Study in Estimation-Based Local Search for the Probabilistic Travelling Salesman Problem.
R4703	Simultaneous Ant Colony Optimization Algorithms for Learning Linguistic Fuzzy Rules.
R4704	Fast Approximate Nearest Neighbor Methods for Example-Based Video Search.
R4705	Different Methods for Computational Electromagnetics: Their Characteristics and Typical Pratical Applications.
R4706	An Adaptive Negotiation Strategy for Real-Time Bilateral Negotiations.
R4707	Risk Mining for Infection Control.
R4708	Semantic Data Management Using Fuzzy Relational Databases.
R4709	Advances in Verification of Time Petri Nets and Timed Automata: A Temporal Logic Approach.
R4710	Predicting Operator Capacity for Supervisory Control of Multiple UAVs.
R4711	Learning from Incongruence.
R4712	Neuro-Fuzzy Based Output Feedback Controller Design for Biped Robot Walking.
R4713	Mental Tasks Temporal Classification Using an Architecture Based on ANFIS and Recurrent Neural Networks.
R4714	Accelerometer-Based Hand Gesture Recognition Using Artificial Neural Networks.
R4715	Semantic Data Sharing and Presentation in Integrated Knowledge System.
R4716	Inferring Gene Regulatory Networks from Expression Data.
R4717	Differential Evolution Approach Using Chaotic Sequences Applied to Planning of Mobile Robot in a Static Environment with Obstacles.
R4718	Logical Foundations for Rule-Based Systems, 2nd Ed..
R4719	Identifying Surprising Events in Video Using Bayesian Topic Models.
R4720	GAHC: Improved Genetic Algorithm.
R4721	Initialization and Displacement of the Particles in TRIBES, a Parameter-Free Particle Swarm Optimization Algorithm.
R4722	Using Connectors to Address Transparent Distribution in Enterprise Systems - Pitfalls and Options.
R4723	Multiresolution Image Segmentations in Graph Pyramids.
R4724	Analyzing Tweet Cluster Using Standard Fuzzy C Means Clustering.
R4725	Cooperative Learning Sensitive Agent System for Combinatorial Optimization.
R4726	A BP-Neural Network Improvement to Hop-Counting for Localization in Wireless Sensor Networks.
R4727	A Rational Framework for Student Interactions with Collaborative Educational Systems.
R4728	Rate Control and Error Resilience for Object-Based Video Coding.
R4729	Demand on Computational Intelligence Paradigms Synergy.
R4730	The Relation Between Complete and Incomplete Search.
R4731	Enhancing Cognitive Assistance Systems with Inertial Measurement Units
R4732	Scatter Search Algorithms for Identical Parallel Machine Scheduling Problems.
R4733	Evolutionary Multiobjective Design of Fuzzy Rule-Based Classifiers.
R4734	A Fuzzy Approach to Prospect Theory.
R4735	Using Rule Order Difference Criterion to Decide Whether to Update Class Association Rules.
R4736	Motion Control for Formation of Mobile Robots in Environment with Obstacles.
R4737	Reference Value Generator of Maximum Power Point Coordinates of the Photovoltaic Panel External Characteristic.
R4738	Inductive Learning: A Combinatorial Optimization Approach.
R4739	Machine Learning for Signature Verification.
R4740	htmlButler - Wrapper Usability Enhancement through Ontology Sharing and Large Scale Cooperation.
R4741	Imitation and Reinforcement Learning for Motor Primitives with Perceptual Coupling.
R4742	Multidisciplinary Trends in Modern Artificial Intelligence: Turing's Way.
R4743	Supporting Career Counseling with User Modeling and Job Matching.
R4744	An Overview of Virtual Simulation and Serious Gaming for Surgical Education and Training.
R4745	Intelligent Computer Graphics 2011
R4746	The Effect of Grouping Issues in Multiple Interdependent Issues Negotiation based on Cone-Constraints.
R4747	Selecting Relevant Features from Fabric Images for Automated Quality Control of Seam Puker Using Data Analysis and Human Experts Grading.
R4748	Linkage Learning in Estimation of Distribution Algorithms.
R4749	Optimization of Interval Type-2 Fuzzy Logic Controllers for a Perturbed Autonomous Wheeled Mobile Robot Using Genetic Algorithms.
R4750	Integration of Brain-Gene Ontology and Simulation Systems for Learning, Modelling and Discovery.
R4751	Risk Assessment and Management in the Networked Economy
R4752	Agent Smith: Opponent Model Estimation in Bilateral Multi-issue Negotiation.
R4753	The Role of Software Tracing in Software Maintenance.
R4754	DIRAC: Detection and Identification of Rare Audio-Visual Events.
R4755	Online Sound Restoration for Digital Library Applications.
R4756	Software Reliability Predictions using Artificial Neural Networks.
R4757	Computational Intelligence in Agent-Based Computational Economics.
R4758	Democratic Liquid State Machines for Music Recognition.
R4759	A Survey of Practitioners of Evolutionary Computation.
R4760	Extracting Database Interactions and Generating Test for Web Applications.
R4761	Efficient Knowledge Transfer by Hearing a Conversation While Doing Something.
R4762	Data Model for Analysis of Scholarly Documents in the MapReduce Paradigm.
R4763	Dynamic Bayesian Network for Decision Aided Disassembly Planning.
R4764	Fighting Internet Congestion by Means of Chaos Control.
R4765	An Unsupervised Content-Based Image Recognition Technique.
R4766	Evolutionary Design of Intelligent Systems in Modeling, Simulation and Control
R4767	Method for Designing Networking Adaptive Interactive Hybrid Systems.
R4768	Making Adaptations of CSCL Scripts by Analyzing Learners' Online Behavior.
R4769	Knowing a Good Feature When You See It: Ground Truth and Methodology to Evaluate Local Features for Recognition.
R4770	Hybrid Image Mining Methods to Classify the Abnormality in Complete Field Image Mammograms Based on Normal Regions.
R4771	Optical Monitoring of Dialysis Dose.
R4772	Approximate Dynamic Programming and Reinforcement Learning.
R4773	Self-Tuning Fuzzy Rule Bases with Belief Structure.
R4774	Evolutionary Algorithms for Chaos Researchers.
R4775	Type-2 Fuzzy Logic in Decision Support Systems.
R4776	Methods for Learning Control Policies from Variable-Constraint Demonstrations.
R4777	Semi-automatic Ultrasound Medical Image Recognition for Diseases Classification in Neurology.
R4778	Airfoil Shape Optimization Using Variable-Fidelity Modeling and Shape-Preserving Response Prediction.
R4779	Topology Construction and Resource Allocation in P2P Live Streaming.
R4780	Content-Based Video Copy Detection - A Survey.
R4781	Architecture of Modular Neural Network in Pattern Recognition.
R4782	Fuzzy System to Control the Movement of a Wheeled Mobile Robot.
R4783	The Application of Harmony Search in Fourth-Party Logistics Routing Problems.
R4784	Cognitive Elements of Human Decision Making.
R4785	Video Genre Inference Based on Camera Capturing Models.
R4786	Interactive Collaborative Information Systems
R4787	Categorized and Integrated Data Mining of Medical Data.
R4788	Bio-Inspired Self-Organizing Robotic Systems
R4789	Small Hydroponics Garden Improved Using Cultural Algorithms.
R4790	Self-coordinated On-Chip Parallel Computing: A Swarm Intelligence Approach.
R4791	The Text-Based Computer-Mediated Communication in Distance Education Fora: A Modelling Approach Based on Formal Languages.
R4792	Genetic Programming: Parametric Analysis of Structure Altering Mutation Techniques.
R4793	Some Novel Heuristics for Finding the Most Unusual Time Series Subsequences.
R4794	Algorithms Inspired in Social Phenomena.
R4795	Splicing and Regularity.
R4796	Path Planning in Dynamic Environments.
R4797	Chaos Based Hash Function.
R4798	A Conceptual Framework of Data Mining.
R4799	Alignments and Approximate String Matching.
R4800	Ensemble of Local Phase Quantization Variants with Ternary Encoding.
R4801	Association Rule Interestingness Measures: Experimental and Theoretical Studies.
R4802	Optimal Trajectory of Robot Manipulator Using Harmony Search Algorithms.
R4803	The Simulation of Elastic Human Body Deformation and Garment Pressure with Moving Mesh Method.
R4804	Monte-Carlo Tree Search and Computer Go.
R4805	Symbiotic Evolution to Avoid Linkage Problem.
R4806	Generating Support Vector Machines Using Multi-Objective Optimization and Goal Programming.
R4807	Reducing the Size of Travelling Salesman Problem Instances by Fixing Edges.
R4808	Language engineering and information theoretic methods in protein sequence similarity studies.
R4809	Local Classifiers as a Method of Analysing and Classifying Signals.
R4810	Comparing Sequence Classification Algorithms for Protein Subcellular Localization.
R4811	Market Microstructure: A Self-Organizing Map Approach to Investigate Behavior Dynamics under an Evolutionary Environment.
R4812	A Multi-Layered and Multi-Faceted Framework for Mining Evolving Web Clickstreams.
R4813	Intelligent Parallel Particle Swarm Optimization Algorithms.
R4814	Usability Studies of Web-Based Portal Structures in Academia (Specifically, iCentral).
R4815	A State-Based Model for Management of Type II Diabetes.
R4816	A Method to Solve the Traveling Salesman Problem Using Ant Colony Optimization Variants with Ant Set Partitioning.
R4817	A Fuzzy Reactive Controller of a Mobile Robot.
