R0	Ardent Software
R800	Presence, Involvement, and Flow in Digital Games.
R801	The Role of "Craft Language" in Learning "Waza".
R802	Cockpit Cognition: Education, the Military and Cognitive Engineering.
R803	Researching Learning in Virtual Worlds
R804	Tailoring Usability into Agile Software Development Projects.
R805	From Table-System to Tabletop: Integrating Technology into Interactive Surfaces.
R806	Interactive TV Narrativity.
R807	"What Are You Viewing?" Exploring the Pervasive Social TV Experience.
R808	Web Accessibility Evaluation.
R809	From Usable to Enjoyable Information Displays.
R810	The Diasporic Game Community: Trans-Ludic Cultures and Latitudinal Research Across Multiple Games and Virtual Worlds.
R811	Situatedness of Awareness Information: Impact on the Design and Usage of Awareness Systems.
R812	Computers in the Human Interaction Loop
R813	Social Trust of Virtual Identities.
R814	m-LoCoS UI: A Universal Visible Language for Global Mobile Communication.
R815	Building Scalable Services: The CHIL Agent Framework.
R816	Toward a Refined Paradigm for Architecting Usable Systems.
R817	Beyond the Gamepad: HCI and Game Controller Design and Evaluation.
R818	Introduction.
R819	Usability Work in Professional Website Design: Insights from Practitioners' Perspectives.
R820	A Journey Through Cultures - Metaphors for Guiding the Design of Cross-Cultural Interactive Systems
R821	Activity-Based Advertising.
R822	Extracting Interaction Cues: Focus of Attention, Body Pose, and Gestures.
R823	An Ambient Intelligence Framework for the Provision of Geographically Distributed Multimedia Content to Mobility Impaired Users.
R824	Evaluating User Experience Factors Using Experiments: Expressive Artificial Faces Embedded in Contexts.
R825	Playing Games in the Emotional Space.
R826	The Semantics of Fun: Differentiating Enjoyable Eeperiences.
R827	Designing for Work Place Learning.
R828	Building Interactive Multi-touch Surfaces.
R829	Whose Line is It Anyway? Enabling Creative Appropriation of Television.
R830	Horizontal Interactive Surfaces in Distributed Assemblies.
R831	A Software Engineering Method for the Design of Mixed Reality Systems.
R832	Automatic Relational Reporting to Support Group Dynamics.
R833	The Sociability of Mobile TV.
R834	Applying the Oows Model-Driven Approach for Developing Web Applications. The Internet Movie Database Case Study.
R835	User-Centered Design of CHIL Services: Introduction.
R836	Achieving Usability of Adaptable Software: The Amf-Based Approach.
R837	Management of Tracking for Mixed and Augmented Reality Systems.
R838	Improving E-Learning Using Distributed User Interfaces.
R839	Usability in Korea - From GUI to User Experience Design.
R840	Different Attitudes Concerning the Usage of Live Mobile TV and Mobile Video.
R841	Deploying Pervasive Advertising in a Farmers' Market.
R842	An Historical Reflection of Awareness in Collaboration.
R843	HERA.
R844	Individual and Group Support in Tabletop Interaction Techniques.
R845	Usability in Malaysia.
R846	Optical Design of Tabletop Displays and Interactive Applications.
R847	Fiia: A Model-Based Approach to Engineering Collaborative Augmented Reality.
R848	Capturing Trust in Social Web Applications.
R849	Learning in Communities - Interdisciplinary Perspectives on Human Centered Information Technology
R850	Rethinking the Interaction Architecture.
R851	Interaction on the Tabletop: Bringing the Physical to the Digital.
R852	Radical Praxis and Civic Network Design.
R853	Evaluating Exertion Games.
R854	Introduction.
R855	Mobile Web and Accessibility.
R856	Acoustic Event Detection and Classification.
R857	Putting Value into E-valu-ation.
R858	Transcoding.
R859	Assistive Technologies.
R860	Gesture-Based Interfaces: Practical Applications of Gestures in Real World Mobile Settings.
R861	Connecting Rigorous System Analysis to Experience-Centered Design.
R862	Changing the Rules: Social Architectures in Virtual Worlds.
R863	Learning in Communities: A Distributed Intelligence Perspective.
R864	Digital Games, the Aftermath: Qualitative Insights into Postgame Experiences.
R865	Usability Evaluation of User Interfaces Generated with a Model-Driven Architecture Tool.
R866	Physical Impairment.
R867	Usability and Users' Health Issues in Systems Development - Attitudes and Perspectives.
R868	Direct Neural Control of Anatomically Correct Robotic Hands.
R869	Imprecision, Inaccuracy, and Frustration: The Tale of Touch Input.
R870	The Gains Design Process: How to do Structured Design of User Interfaces in Any Software Environment.
R871	Visually Augmented Interfaces for Co-located Mobile Collaboration.
R872	Evaluating User Experience in Games - Concepts and Methods
R873	Community-Based Learning: The Core Competency of Residential, Research-Based Universities.
R874	Multimodal Person Identification.
R875	Relational Cockpit.
R876	Software Quality Engineering: The Leverage for Gaining Maturity.
R877	The Schome Park Programme: Exploring Educational Alternatives.
R878	Systems Usability - Promoting Core-Task Oriented Work Practices.
R879	Knowledge as Embodied Performance.
R880	Virtual Worlds for Virtual Organizing.
R881	Using BCI2000 for HCI-Centered BCI Research.
R882	Scenarios of Use for Sociable Mobile TV.
R883	The Contribution of Tacit Knowledge to Innovation.
R884	Introduction to Computing with Social Trust.
R885	Exploring Distributed User Interfaces in Ambient Intelligent Environments.
R886	Distributed User Interfaces: Specification of Essential Properties.
R887	A User-Centered Framework for Deriving A Conceptual Design From User Experiences: Leveraging Personas and Patterns to Create Usable Designs.
R888	Introduction.
R889	Legacy Systems Interaction Reengineering.
R890	Mobile TV's Time to Shine Has Arrived.
R891	Visual Impairments.
R892	The Semantic Environment: Heuristics for a Cross-Context Human-Information Interaction Model.
R893	A Design Framework for Awareness Systems.
R894	Estimation of Head Pose.
R895	The Joy of Telephony: Designing Appealing Interactions.
R896	Multimodal Interaction Control.
R897	Usability in Brazil.
R898	The Interactive Installation ISH: In Search of Resonant Human Product Interaction.
R899	Fun with Your Alarm Clock: Designing for Engaging Experiences Through Emotionally Rich Interaction.
R900	Two Legs, Thing Using and Talking: The Origins of the Creative Engineering Mind.
R901	Interacting with Sound.
R902	Distributed User Interfaces - Designing Interfaces for the Distributed Ecosystem
R903	Distributed User Interfaces: State of the Art.
R904	From Brain Signals to Adaptive Interfaces: Using fNIRS in HCI.
R905	Integration of User Interface User Interface Migration and Application Application Logic Reconfiguration: An Example in the Game Domain.
R906	Exploring Bodily Engaging Artifacts Among Golfers, Skaters and Dancers.
R907	From User Interface Usability to the Overall Usability of Interactive Systems: Adding Usability in System Architecture.
R908	Learning, Teaching and Ambiguity in Virtual Worlds.
R909	Awareware: Narrowcasting Attributes for Selective Attention, Privacy, and Multipresence.
R910	Introduction.
R911	Seeing and Seeing-AS.
R912	Designing Interfaces in Public Settings - Understanding the Role of the Spectator in Human-Computer Interaction
R913	m-YouTube Mobile UI: Video Selection Based on Social Influence.
R914	Community Inquiry and Informatics: Collaborative Learning Through ICT.
R915	Using Heuristics to Evaluate the Overall User Experience of Video Games and Advanced Interaction Games.
R916	Pervasive Advertising.
R917	Speaking in Character: Voice Communication in Virtual Worlds.
R918	Architecture, Infrastructure, and Broadband Civic Network Design: An Institutional View.
R919	Conclusion (The Mobile Future).
R920	Internet-Based Community Networks: Finding the Social in Social Networks.
R921	Multipath Transformational Development of User Interfaces with Graph Transformations.
R922	An Exploration of Exertion in Mixed Reality Systems via the "Table Tennis for Three" Game.
R923	Mirrored Motion: Augmenting Reality and Implementing Whole Body Gestural Control Using Pervasive Body Motion Capture Based on Wireless Sensors.
R924	Online Worlds: Convergence of the Real and the Virtual
R925	Software Infrastructure for Enriching Distributed User Interfaces with Awareness.
R926	Cortically-Coupled Computer Vision.
R927	Authoring Tools.
R928	Degrees of engagement in interactive workspaces.
R929	Computing with Social Trust
R930	Narration, discourse and dialogue: issues in the management of inter-cultural innovation.
R931	User Interface User Interface Migration Based on the Use of Logical Descriptions.
R932	Human-Centered Engineering Of Interactive Systems With The User Interface Markup Language.
R933	Minimalism - Designing Simplicity
R934	Dynamic Reconfiguration of Application Logic During Application Migration.
R935	Building a pedagogy around action and emotion: experiences of Blind Opera of Kolkata.
R936	Storytelling 
R937	Social Reproduction and Its Applicability for Community Informatics.
R938	Cooperation, Coordination, and Trust in Virtual Teams: Insights from Virtual Games.
R939	Mobile TV: Customizing Content and Experience - Mobile Storytelling, Creation and Sharing
R940	Migratory Interactive Applications for Ubiquitous Environments
R941	Usability in Israel.
R942	Usability in the Czech Republic.
R943	Designing Multichannel Web Applications as "Dialogue Systems": the Idm Model.
R944	Extending MARIA to Support Distributed User Interfaces.
R945	International Contextual Field Research.
R946	Supporting Distributed Decision Making Using Secure Distributed User Interfaces.
R947	Developmental Learning Communities.
R948	Abstractions of Awareness: Aware of What?
R949	Fun on the Phone: The Situated Experience of Recreational Telephone Conferences.
R950	On, Above, and Beyond: Taking Tabletops to the Third Dimension.
R951	From One to Many Boxes: Mobile Devices as Primary and Secondary Screens.
R952	Introduction.
R953	Neural Control Interfaces.
R954	Enhancing Human-Computer Interaction with Input from Active and Passive Brain-Computer Interfaces.
R955	Whole Body Interaction
R956	New World View.
R957	Low-Level Distributed Data Transfer Layer: The ChilFlow Middleware.
R958	Web 2.0.
R959	Could Anyone Use a BCI?
R960	The Practice of the Use of Computers - A paradoxical encounter between different traditions of knowledge.
R961	Saddlebags, Paperbacks and Mobile Media.
R962	Targeted Audio.
R963	On Human-Machine Symbiosis.
R964	The Memory Jog Service.
R965	Brain-Computer Interfacing and Games.
R966	Design and Delivery of Game-Based Learning for Virtual Patients in Second Life: Initial Findings.
R967	Sustaining a Community Computing Infrastructure for Online Teacher Professional Development: A Case Study of Designing Tapped In.
R968	Deconstructing Experience: Pulling Crackers Apart.
R969	Language Technologies: Question Answering in Speech Transcripts.
R970	File System Access for Tabletop Interaction.
R971	Global/Local Usability: Locally Contextualized Usability in the Global South.
R972	Usability in Poland.
R973	Usability in Russia.
R974	The Future of Virtual Worlds.
R975	Creativity in Interactive TV: Personalize, Share, and Invent Interfaces.
R976	Megamodeling and Metamodel-Driven Engineering for Plastic User Interfaces: MEGA-UI.
R977	Coordination and Awareness in Remote Tabletop Collaboration.
R978	Browser Augmentation.
R979	Attack-Resistant Trust Metrics.
R980	HCI and the Economics of User Experience.
R981	Towards a Framework for Whole Body Interaction with Geospatial Data.
R982	Waggling the Form Baton: Analyzing Body-Movement-Based Design Patterns in Nintendo Wii Games, Toward Innovation of New Possibilities for Social and Emotional Experience.
R983	Conclusions.
R984	Opening the Metaverse.
R985	Investigating the Design Space for Multi-display Environments.
R986	Introduction.
R987	Service Migration Network Network Support.
R988	User Experience Evaluation in the Mobile Context.
R989	Investigating Experiences and Attitudes Toward Videogames Using a Semantic Differential Methodology.
R990	Design and Development of a Migratory Application Application Based on OPEN OPEN Migration Service Platform.
R991	An Integrating Framework for Mixed Systems.
R992	Ethics and Intellectual Structures.
R993	Watch-and-Comment as an Approach to Collaboratively Annotate Points of Interest in Video and Interactive-TV Programs.
R994	Lessons Learned from the Design and Implementation of Distributed Post-WIMP User Interfaces.
R995	A Pattern Approach to Interaction Design.
R996	Ambient Persuasion in the Shopping Context.
R997	Human-Centered Software Engineering: Software Engineering Architectures, Patterns, and Sodels for Human Computer Interaction.
R998	Improving Ubiquitous Environments Through Collaborative Features.
R999	Authoring Immersive Mixed Reality Experiences.
R1000	Privacy Considerations in Awareness Systems: Designing with Privacy in Mind.
R1001	Feasibility of Using a Head-Mounted Camera to Capture Dynamic Facial Expressions During Body Movement.
R1002	Global Usability
R1003	Opportunities and Challenges of Interactive Public Displays as an Advertising Medium.
R1004	Designing for Fun: User-Testing Case Studies.
R1005	Does Mobile Television Enhance a New Television Experience?
R1006	Enjoyment: Lessons from Karasek.
R1007	Tangible Interaction in Mixed Reality Systems.
R1008	Usability Evaluation as Idea Generation.
R1009	Let's Make Things Engaging.
R1010	The Engineering of Mixed Reality Systems
R1011	Usability in China.
R1012	The Third Place in Second Life: Real Life Community in a Virtual World.
R1013	The Collaborative Workspace: A Co-located Tabletop Device to Support Meetings.
R1014	New Literacies in Schome Park.
R1015	Designing Web Applications with Webml and Webratio.
R1016	Doing Design Ethnography
R1017	Universal Usability.
R1018	Rule Following and Tacit Knowledge.
R1019	Mobile Video in Everyday Social Interactions.
R1020	Maturing Usability - Quality in Software, Interaction and Value
R1021	Characterizations, Requirements, and Activities of User-Centered Design - the KESSU 2.2 Model.
R1022	Ethics is Fragile, Goodness is Not.
R1023	The Need for Empirical Web Engineering: An Introduction.
R1024	An Overview Of Model-Driven Web Engineering and the Mda.
R1025	Leonardo's choice: the ethics of artists working with genetic technologies.
R1026	Personas - User Focused Design
R1027	Databases are Us.
R1028	Trace-Based Usability Evaluation Using Aspect-Oriented Programming and Agent-Based Software Architecture.
R1029	Web Accessibility - A Foundation for Research
R1030	Ageing.
R1031	Measuring Emotion: Development and Application of an Instrument to Measure Emotional Responses to Products.
R1032	Website Design and Trust Across Cultures.
R1033	Usability in Mexico.
R1034	Scent Marketing: Making Olfactory Advertising Pervasive.
R1035	The Web as an Application Platform.
R1036	Situation Modeling.
R1037	On Propagating Interpersonal Trust in Social Networks.
R1038	The Participant-Observer in Community-Based Learning as Community Bard.
R1039	Local Groups Online: Political Learning and Participation.
R1040	Personality Capture and Emulation.
R1041	Evaluating Peripheral Displays.
R1042	Attentional Behavior of Users on the Move Towards Pervasive Advertising Media.
R1043	Designing Engaging Experiences with Children and Artists.
R1044	Massively Multiplayer Online Games as Living Laboratories: Opportunities and Pitfalls.
R1045	Design and Evaluation of Intentionally Enriched Awareness.
R1046	What Goes on When a Designer Thinks?
R1047	The Connector Service: Representing Availability for Mobile Communication.
R1048	Virtual Doppelgangers: Psychological Effects of Avatars Who Ignore Their Owners.
R1049	Examining Trust, Forgiveness and Regret as Computational Concepts.
R1050	Drag 
R1051	Semantic Web.
R1052	A Holistic Approach to Design and Evaluation of Mixed Reality Systems.
R1053	A Virtual Mars.
R1054	Poetics of performative space.
R1055	Applications for Brain-Computer Interfaces.
R1056	Distribution Primitives for Distributed User Interfaces.
R1057	Using Reverse Engineering for Automated Usability Evaluation of Gui-Based Applications.
R1058	Eliciting Informative Feedback: The Peer-Prediction Method.
R1059	How to Measure and Evaluate Web Applications in a Consistent Way.
R1060	Fun for All: Promoting Engagement and Paraticipation in Community Programming Projects.
R1061	CSCW Design Reconceptualised Through Science Studies.
R1062	Auditory-Induced Presence in Mixed Reality Environments and Related Technology.
R1063	The Future of Usability Evaluation: Increasing Impact on Value.
R1064	When Virtual Worlds Expand.
R1065	Perceptual Component Data Models and APIs.
R1066	Mixed-Reality Prototypes to Support Early Creative Design.
R1067	Introduction: A Short History of Tabletop Research, Technologies, and Products.
R1068	Conversational Awareness in Text-Based Computer Mediated Communication.
R1069	A Non-reductionist Approach to Trust.
R1070	Whole Body Large Display Interfaces for Users and Designers.
R1071	What Drives Software Development: Bridging the Gap Between Software and Usability Engineering.
R1072	End User Evaluations.
R1073	A Survey of Iris Biometrics Research: 2008-2010.
R1074	Object Recognition: Fundamentals and Case Studies.
R1075	A Theoretical Model for Describing Iris Dynamics.
R1076	Methods for Iris Segmentation.
R1077	Optics of Iris Imaging Systems.
R1078	Human Ear Recognition by Computer.
R1079	Markov Random Field Modeling in Image Analysis.
R1080	Statistical and Neural Classifiers: An Integrated Approach to Design
R1081	Standard Iris Storage Formats.
R1082	Multispectral Iris Fusion and Cross-Spectrum Matching.
R1083	Template Aging in Iris Biometrics.
R1084	Iris Recognition in the Visible Wavelength.
R1085	Automatic Digital Document Processing and Management: Problems, Algorithms and Techniques
R1086	Fundamentals of Computerized Tomography: Image Reconstruction from Projections.
R1087	Quality and Demographic Investigation of ICE 2006.
R1088	Multispectral Satellite Image Understanding: From Land Classification to Building and Road Detection.
R1089	Unsupervised Process Monitoring and Fault Diagnosis with Machine Learning Methods
R1090	Application of Correlation Filters for Iris Recognition.
R1091	Iris Recognition with Taylor Expansion Features.
R1092	Handbook of Iris Recognition
R1093	Visual Texture: Accurate Material Appearance Measurement, Representation and Modeling
R1094	An Introduction to Object Recognition.
R1095	Compression Schemes for Mining Large Datasets - A Machine Learning Perspective
R1096	Introduction to the Handbook of Iris Recognition.
R1097	Iris Quality Metrics for Adaptive Authentication.
R1098	An Introduction to the IrisCode Theory.
R1099	Statistical Learning and Pattern Analysis for Image and Video Processing.
R1100	Robust and Secure Iris Recognition.
R1101	Iris Segmentation for Challenging Periocular Images.
R1102	Markov Models for Pattern Recognition - From Theory to Applications
R1103	Hexagonal Image Processing: A Practical Approach.
R1104	Iris Spoofing: Reverse Engineering the Daugman Feature Encoding Scheme.
R1105	Guide to Three Dimensional Structure and Motion Factorization.
R1106	Periocular Recognition from Low-Quality Iris Images.
R1107	Computer Vision-Guided Virtual Craniofacial Surgery
R1108	Fusion of Face and Iris Biometrics.
R1109	Support Vector Machines for Pattern Classification.
R1110	Support Vector Machines for Pattern Classification.
R1111	Human Recognition at a Distance in Video.
R1112	Engineering General Intelligence, Part 1 - A Path to Advanced AGI via Embodied Learning and Cognitive Synergy
R1113	Enaction, Embodiment, Evolutionary Robotics - Simulation Models for a Post-Cognitivist Science of Mind
R1114	Engineering General Intelligence, Part 2 - The CogPrime Architecture for Integrative, Embodied AGI
R1115	Real-World Reasoning: Toward Scalable, Uncertain Spatiotemporal, Contextual and Causal Inference
R1116	Harnessing Preattentive Perceptual Processes in Visualization.
R1117	Computer Graphics in Computer Graphics Education.
R1118	Audience Dependence of Meteorological Data Visualization.
R1119	Humanizing Computerized Information Systems.
R1120	The Changing Face of the History of Computing: The Role of Emulation in Protecting Our Digital Heritage.
R1121	Information Technology in Italy: The Origins and the Early Years (1954 - 1965).
R1122	Learning Along with Your Students: Projects from the Graduate Diploma of Computer Education.
R1123	Remembering LEO.
R1124	The History of Computer Language Selection.
R1125	Collaboration between Industry and Academia - Computer Graphics in Design Education.
R1126	CAM: Developments in Computer-Integrated Manufacturing
R1127	History of Data Centre Development.
R1128	Perceptual Issues in Visualization
R1129	Proof in Flat Specifications.
R1130	HyperGraph - A Hypermedia System for Computer Graphics Education.
R1131	Interactive Learning Through Visualization, The Impact of Computer Graphics in Education
R1132	Possibilities and Limits in Visualizing Large Amounts of Multidimensional Data.
R1133	Introduction of Computers in Primary Schools in Norway - From Experiments to Implementation.
R1134	The Historical Relationship between Affective Variables and ICT Based Learning and Instruction and Achievement in the Israeli School System.
R1135	The Multi-Faceted Blackboard: Computer Graphics in Higher Education.
R1136	The Hopes and Realities of the Computer as a School Administration and School Management Tool.
R1137	Predicting the Future of Computers in Schools - A Reflection Paper?
R1138	Institutions: An Abstract Framework for Formal Specifications.
R1139	The Educational Programming Language Logo: Its Nature and Its Use in Australia.
R1140	Roberto Busa (1913-2011), Pioneer of Computers for the Humanities.
R1141	From the History of Russian Computer Science.
R1142	Hyper-Simulator Based Learning Environment to Enhance Human Understanding.
R1143	The Victorian State Computer Education Committee's Seeding Pair In-Service Program: Two Case Studies.
R1144	Portability of Educational Materials Using Graphics.
R1145	Remarks on Mathematical Courseware.
R1146	Australia's WREDAC - ItWas Rocket Science.
R1147	From Total Equational to Partial First-Order Logic.
R1148	Specification Languages.
R1149	Interaction in Perceptually-Based Visualization.
R1150	Theoretical and Epistemological Foundations of Integrating Digital Technologies in Education in the Second Half of the 20th Century.
R1151	Term Rewriting.
R1152	Visual Ways of Knowing, Thinking, and Interacting.
R1153	From Student Geek to Teacher Geek Chic - Reflections on How Computers Were Used while as a Student and then as a Teacher.
R1154	Computer Assisted Lecturing: One Implementation.
R1155	Reflections on Computers in Education 1984 - 2001: The Logo Continuum.
R1156	From Learning to Use Towards Learning to Code: Twenty-Five Years of Computing in Dutch Schools.
R1157	My Fascination with Computing History.
R1158	Object Specification.
R1159	Reflections on the Beginnings of an Educational Revolution (?).
R1160	Algebraic Preliminaries.
R1161	Information Technology and Work in the Present Society.
R1162	Computerization and Work, A Reader on Social Aspects of Computerization
R1163	Introduction.
R1164	The First 25 Years of Computers in Education in Poland: 1965 - 1990.
R1165	A Possible First Use of CAM/CAD.
R1166	IFIP TC 9 - Working Group 1 "Computers and Work" Conclusions and Recommendations from the Workshop on the Effects of Computerization on Employment.
R1167	Approaches in System Design for a Defense of Human Work.
R1168	Computerization and Employment.
R1169	Micro Programming.
R1170	Algebraic Specification of Concurrent Systems.
R1171	Prospero: A System for Representing the Lazy Evaluation of Functions.
R1172	Pioneering the Internet in the Nineties - An Innovative Project Involving UK and Australian Schools.
R1173	Reflections on the History of Computers in Education - Early Use of Computers and Teaching about Computing in Schools
R1174	Mnemotechnics and the Challenge of Hypermedia.
R1175	A Multidimensional Multivariate Image Evaluation Tool.
R1176	Interactivity and the Dimensionality of Data Displays.
R1177	Working Group Reports.
R1178	Test Data Sets for Evaluating Data Visualization Techniques.
R1179	Computerization and Education.
R1180	Participation in Technical Change.
R1181	The Rise of Information and Communication Technology Era in the Israeli Educational System.
R1182	Whatever You Do . . . . Don't Put the Computer Room Near the Maths Department! or, I Was an Early Adopter, an Enthusiastic Disseminator, But Now . . .
R1183	IFIP TC 9 - Working Group 1 "Computers and Work" Conclusions and Recommendations from the Workshop on the Effects of Computerization on Professional Skills.
R1184	Interactive Computer Graphics via Telecommunications.
R1185	Visualization of Concepts in Physics.
R1186	Using a Lattice for Visual Analysis of Categorical Data.
R1187	Formalization of the Development Process.
R1188	The Impact of Information Processing on the Working Class.
R1189	Structuring and Modularity.
R1190	Specification Semantics.
R1191	Computers - A Gift of Fire.
R1192	Catching the Bug: Pupils and Punched Cards in South Africa in the Late 1970s.
R1193	The Impact of the Y2K Event on the Popularity of the Pick Database Environment.
R1194	Perceptual Principles for Effective Visualizations.
R1195	Visualizing Electromagnetic Data.
R1196	Computerized Information Systems in Personnel.
R1197	Collaborative Computer Graphics Education.
R1198	Evolution of Computer Science Education in the Purview of Free Education.
R1199	Towards Perceptual Control of Markov Random Field Textures.
R1200	Looking Back.
R1201	Information Technology and Skills: Problems in Research and Politics.
R1202	Reflections on the History of Computer Education in Schools in Victoria.
R1203	Individual and Social Implications of Data Processing and Office Automation in Service Industries.
R1204	The Dutch Situation: An Ever Continuing Story.
R1205	Lessons from the Great Underground Empire: Pedagogy, Computers and False Dawn.
R1206	Information Literacy in the Netherlands: Rise, Fall and Revival.
R1207	Algebraic Foundations of Systems Specification
R1208	Early Uses of Computers in Schools in the United Kingdom: Shaping Factors and Influencing Directions.
R1209	Information Systems Degrees in Australia: The Genesis.
R1210	Electronic Books and Interactive Illustrations - Transcript of a Talk.
R1211	Early Italian Computing Machines and Their Inventors.
R1212	Introduction.
R1213	Schools, Students, Computers and Curriculum in Victoria in the 1970s and 1980s.
R1214	No One Is Born a Global Citizen: Using New Technologies to Bring 'Other Stories' into the Classroom.
R1215	Refinement and Implementation.
R1216	Institutional Nostalgia - Museum Victoria's Cabinet of Computing Curiosities.
R1217	An Environment and Studies for Exploring Auditory Representations of Multidimensional Data.
R1218	Reflections on the History of Computing - Preserving Memories and Sharing Stories
R1219	Opportunities for Multimedia in Education.
R1220	Organizational Consequences of the Use of EDP - How to Design Information Technology.
R1221	The Introduction of Computers in Irish Schools.
R1222	Solid Modeling in Computer Graphics Education.
R1223	My Work among the Keyboards: Remembering the Early Use of Computers in the Classroom.
R1224	Computing for the Masses? Constructing a British Culture of Computing in the Home.
R1225	Some Prerequisites for Systems Design in the Interest of the Workers.
R1226	Experiences as a Student in Chile with only Pre-computer Technologies.
R1227	The Major Specific Impacts of Computerization on Work.
R1228	Information Technologies and Social Power.
R1229	Hungarian Scientists in Information Technology.
R1230	Evolution of Computer Education in Spain: From Early Times to the Implementation of the Bologna Agreement.
R1231	Computers in Education in Finland.
R1232	The Beginnings of Computer Use in Primary and Secondary Education in Spain.
R1233	Computers in Schools in the USA: A Social History.
R1234	Visual Thinkers, Mental Models and Computer Visualization.
R1235	From Mathematics Teacher to Computer Assisted Learning Researcher.
R1236	Proof Systems for Structured Specifications and Their Refinements.
R1237	The Role of Formal Specifications.
R1238	Experiences and Reflections.
R1239	Cooperative Learning Using Hypermedia.
R1240	Investigation of Web Based Hidden Data.
R1241	Self-dual codes and invariant theory.
R1242	A Maritime Security Incident Map of the Alondra Rainbow Hijacking.
R1243	Security and Anonymity in Agent Systems.
R1244	World Financial Crisis and its Influence on Terror Financing.
R1245	Decision Support Systems Design for Joint Multi-national Multi-agency Defence and Security Environment.
R1246	Combinatorial Designs and Code Synchronization.
R1247	Unbiased Hadamard matrices and bases.
R1248	Additive Codes over F4 with Automorphisms.
R1249	Crypto applications of combinatorial group theory.
R1250	Multi-pixel sources of entangled light in the correlation measurements without homodyne detection.
R1251	Quantum voting via NV centers in diamond.
R1252	Vector Bundles in Error-Correcting for Geometric Goppa Codes.
R1253	Optimal local protocols for processing of entangled states - local cloning and eavesdropping.
R1254	2-Valued and 3-Valued Abstraction-Refinement in Model Checking.
R1255	Information Security, Coding Theory and Related Combinatorics
R1256	Jadex Active Components Framework - BDI Agents for Disaster Rescue Coordination.
R1257	Maritime and Supply Chain Security in Europe.
R1258	Model-Based Verification and Analysis for Real-Time Systems.
R1259	Real and imaginary hyperelliptic curve cryptography - Aspects of curve cryptography.
R1260	Agent-based Control for Multi-UAV Information Collection.
R1261	Development of Fuzzy System Models: Fuzzy Rulebases to Fuzzy Functions.
R1262	Ontology Driven Multilingual Information Extraction and Intelligent Analytics.
R1263	Modal Fixed Point Logics.
R1264	Multi-Agent Systems in E-Health Territorial Emergencies.
R1265	JADE: Java Agents DEvelopment Framework.
R1266	Some Fuzzy Logic Based Approaches to Flexible Database Querying and their Use for Discovering Security Related Information.
R1267	Geo-Feasibility Concept for Maritime Domain Awareness.
R1268	Combinatorial Optimization in VLSI Design.
R1269	Regulations, Infrastructure, Stakeholder Responsibilities, and Technology Requirements to Meet Challenges of Cargo Security.
R1270	Finding error-correcting codes using computers.
R1271	Branching on Split Disjunctions.
R1272	Principles and Applications of Refinement Types.
R1273	[Article Title not available].
R1274	Al Qaeda and the Hybrid Jihad.
R1275	Unifying Models of Data Flow.
R1276	Matrices for graphs, designs and codes.
R1277	Information Quality and Decision Making in the Human-in-the-loop Environment.
R1278	Threat Early Warning through Web Mining.
R1279	Cyber Criminal Mechanisms Employed in Social Engineering and Technical Tricks.
R1280	Mixed Integer Rounding Cuts and Master Group Polyhedra.
R1281	Software and Systems Safety - Specification and Verification
R1282	Contextual and Human Factors in Information Fusion.
R1283	Enumerative Geometry and String Theory.
R1284	Privacy in Query Logs.
R1285	Generating rooted trees of m nodes uniformly at random.
R1286	Web-Service Network for Context-Aware Emergency Management.
R1287	A Methodology for Designing a Human/Machine Information System to Support Harbour Security: NATO ARW Group Two Report.
R1288	Phase-time coding quantum cryptography.
R1289	A gentle introduction to formal verification of computer systems by abstract interpretation.
R1290	Software Agents for Computer Network Security.
R1291	Permutation decoding for codes from designs, finite geometries and graphs.
R1292	Facility Location: Discrete Models and Local Search Methods.
R1293	Event Analysis and Understanding for Situational Awareness Support.
R1294	Quantum algorithm for preparing thermal Gibbs states - detailed analysis.
R1295	Logics and Languages for Reliability and Security
R1296	Requirements Models for Critical Systems.
R1297	Using Security Policies to Write Secure Software.
R1298	Knowledge Discovery from Data Streams.
R1299	Maritime Threats: Origins and Enabling Factors.
R1300	Engineering Evolving and Self-Adaptive Systems: An Overview.
R1301	Nonmultiplicativity of probability of faithful teleportation in the Knill-Laflamme-Milburn scheme.
R1302	Formal Verification.
R1303	Trusted noise in continuous-variable quantum key distribution.
R1304	Commercial potential of quantum cryptography.
R1305	Algebraic Aspects of Digital Communications
R1306	Intelligence Processing for Decision Support in Defence and Security.
R1307	Fuzzy Logic, Uncertainty Management and The Black Swan.
R1308	Continuous variable entanglement creation by means of small cross-Kerr nonlinearity.
R1309	Combinatorial Optimization - Methods and Applications
R1310	Multi-Agent Systems - Theory, Approaches and NASA Applications.
R1311	Adaptive Evidence Accrual for Context-Sensitive Situation Understanding.
R1312	Discover Shadow Groups from the Dark Web.
R1313	Recent results on families of symmetric designs and non-embeddable quasi-residual designs.
R1314	Methods for Interactive Exploration of Large-Scale News Streams.
R1315	Convex Discrete Optimization.
R1316	Divisibility, Smoothness and Cryptographic Applications.
R1317	Multi-structured designs and their applications.
R1318	Human Factors Analysis of Different Types of Uncertainties in Complex Systems.
R1319	Preventing Internet Banking Fraud and Money Laundering Using Customer Trustability Index.
R1320	An Agent Framework for Maritime Situation Awareness.
R1321	The arithmetic of genus two curves.
R1322	Quantum Cryptography and Computing
R1323	Discrete Convexity and Its Applications.
