R0	Ardent Software
R502	Towards a Generalization of Self-localization.
R503	Learning Motor Skills - From Algorithms to Robot Experiments
R504	Editorial.
R505	Cue and Goal Encoding in Rodents: A Source of Inspiration for Robotics?.
R506	Innovative Technologies for the Next Generation of Robotic Hands.
R507	Exploiting RFID Capabilities Onboard a Service Robot Platform.
R508	Cognitive Robot Mapping: An Introduction.
R509	Modelling of Piezoceramic Patches for Augmenting Modal Structural Models with Flat Actuator Devices.
R510	Machine Perception in Unstructured and Unknown Environments.
R511	Using a Mobile Robot to Test a Theory of Cognitive Mapping.
R512	Grasping Objects of Unknown Geometry with Tactile Feedback.
R513	Task-Based Mixed-Initiative Coordination.
R514	Underwater Robots
R515	Flexible Control of Complex Kinematic Chains.
R516	3D Environment Modeling Based on Surface Primitives.
R517	A Unified Notation for Serial, Parallel and Hybrid Kinematic Structures.
R518	Approaches to Probabilistic Model Learning for Mobile Manipulation Robots
R519	Design and Implementation of New Sensors and Their Integration in Joints.
R520	Editorial.
R521	Automated Generation of Efficient Real-Time Code for Inverse Dynamic Parallel Robot Models.
R522	Self-management within a Software Architecture for Parallel Kinematic Machines.
R523	Emergent Cognitive Mappings in Mobile Robots Through Self-organisation.
R524	Dual-Arm Manipulation.
R525	Design and Implementation of Adaptronic Robot Components.
R526	Task Planning for an Autonomous Service Robot.
R527	Calibration of Parallel Kinematic Structures - Overview, Classification and Comparison.
R528	Efficient 3D Scene Modeling and Mosaicing
R529	Using the Context-Enhanced Additive Heuristic for Temporal and Numeric Planning.
R530	Model Based Quality Assurance for a Robotic Software Architecture.
R531	The Concrete Tetrahedron - Symbolic Sums, Recurrence Equations, Generating Functions, Asymptotic Estimates.
R532	Elimination Methods.
R533	Computer-Supported Calculus.
R534	Polynomial Algorithms in Computer Algebra.
R535	Loewy Decomposition of Linear Differential Equations.
R536	Algorithms in Invariant Theory.
R537	Mapping SLA-based workflows onto Grid resources with parallel processing technology.
R538	A Peer-to-Peer Framework for Message Passing Parallel Programs.
R539	Using OpenCL - Programming Massively Parallel Computers.
R540	Runtime Prediction in Desktop Grid Scheduling.
R541	Formalizing Parallel Programming in Large Scale Distributed Networks: From Tasks Parallel and Data Parallel to Applied Categorical Structures.
R542	Parallel Implementations of SVM for Earth Observation.
R543	Parallel Query Processing on the Grid.
R544	BYG: An Approach to Just-in-Time Gridification of Conventional Java Applications.
R545	Parallel Programming, Models and Applications in Grid and P2P Systems.
R546	Hybrid Performance Modeling and Prediction of Large-Scale Parallel Systems.
R547	Enhanced Lookup Queries for Large-Scale Distributed Data Structures.
R548	Landscape Analysis in Adaptive Metaheuristics for Grid Computing.
R549	Grid and P2P Paradigms for Parallel Processing - Introductory chapter.
R550	Large Scale Distributed and Parallel Computing for Linear Algebra Problems: Practice and Experience.
R551	Cryptography in Constant Parallel Time.
R552	Efficient Secure Two-Party Protocols - Techniques and Constructions
R553	Identity-Based Signcryption.
R554	Contactless Security Token Enhanced Security by Using New Hardware Features in Cryptographic-Based Security Mechanisms.
R555	Fault Attacks on Elliptic Curve Cryptosystems.
R556	Formal Correctness of Security Protocols - With 62 Figures and 4 Tables
R557	Leakage Resilient Cryptography in Practice.
R558	Interaction Between Fault Attack Countermeasures and the Resistance Against Power Analysis Attacks.
R559	Probabilistic Analyses of Lattice Reduction Algorithms.
R560	Hermite's Constant and Lattice Algorithms.
R561	The History of the LLL-Algorithm.
R562	Concealment and Its Applications to Authenticated Encryption.
R563	Attacking Block Ciphers.
R564	Differential Fault Analysis of DES.
R565	Introduction to Cryptography - Principles and Applications
R566	Fault Analysis in Cryptography
R567	Towards Hardware-Intrinsic Security - Foundations and Practice
R568	Hybrid Signcryption.
R569	The van Hoeij Algorithm for Factoring Polynomials.
R570	Anti-counterfeiting: Mixing the Physical and the Digital World.
R571	Design of Cryptographic Devices Resilient to Fault Injection Attacks Using Nonlinear Robust Codes.
R572	A Survey of Differential Fault Analysis Against Classical RSA Implementations.
R573	Introduction.
R574	Physically Unclonable Functions: A Study on the State of the Art and Future Research Directions.
R575	Inapproximability Results for Computational Problems on Lattices.
R576	From Statistics to Circuits: Foundations for Future Physical Unclonable Functions.
R577	Applications of Signcryption.
R578	Towards Reliable Remote Healthcare Applications Using Combined Fuzzy Extraction.
R579	Fault Attacks on Stream Ciphers.
R580	Global Faults on Cryptographic Circuits.
R581	Fault Attacks on Pairing-Based Cryptography.
R582	Extracting Unknown Keys from Unknown Algorithms Encrypting Unknown Fixed Messages and Returning No Results.
R583	Security for Signcryption: The Two-User Model.
R584	Practical Lattice-Based Cryptography: NTRUEncrypt and NTRUSign.
R585	Enhancing RFID Security and Privacy by Physically Unclonable Functions.
R586	Signal Authentication in Trusted Satellite Navigation Receivers.
R587	Advanced Statistical Steganalysis
R588	Injection Technologies for Fault Attacks on Microprocessors.
R589	Parallel Signcryption.
R590	Lattice-Based Fault Attacks on Signatures.
R591	Hardware Trojan Horses.
R592	Fault Attacks Against RSA-CRT Implementation.
R593	Signcryption Schemes Based on Bilinear Maps.
R594	On Countermeasures Against Fault Attacks on the Advanced Encryption Standard.
R595	Signcryption Schemes Based on the Diffie-Hellman Problem.
R596	License Distribution Protocols from Optical Media Fingerprints.
R597	Practical Signcryption
R598	Strong PUFs: Models, Constructions, and Security Proofs.
R599	Using LLL-Reduction for Solving RSA and Factorization Problems.
R600	Floating-Point LLL: Theoretical and Practical Aspects.
R601	On the Complexity of Lattice Problems with Polynomial Approximation Factors.
R602	Selected Applications of LLL in Number Theory.
R603	Cryptographic Functions from Worst-Case Complexity Assumptions.
R604	Anti-counterfeiting, Untraceability and Other Security Challenges for RFID Systems: Public-Key-Based Protocols and Hardware.
R605	LLL: A Tool for Effective Diophantine Approximation.
R606	Progress on LLL and Lattice Reduction.
R607	Differential Fault Analysis of the Advanced Encryption Standard.
R608	The LLL Algorithm and Integer Programming.
R609	Security for Signcryption: The Multi-User Model.
R610	Side-Channel Analysis and Its Relevance to Fault Attacks.
R611	The LLL Algorithm - Survey and Applications
R612	Authentication of Processor Hardware Leveraging Performance Limits in Detailed Simulations and Emulations.
R613	Fault Injection and Key Retrieval Experiments on an Evaluation Board.
R614	Protocols for Authentication and Key Establishment
R615	Memory Leakage-Resilient Encryption Based on Physically Unclonable Functions.
R616	Signcryption Schemes Based on the RSA Problem.
R617	Locally Decodable Codes and Private Information Retrieval Schemes
R618	On the Limits of Hypervisor- and Virtual Machine Monitor-Based Isolation.
R619	Key Establishment Using Signcryption Techniques.
R620	The Geometry of Provable Security: Some Proofs of Security in Which Lattices Make a Surprise Appearance.
R621	Countermeasures for Symmetric Key Ciphers.
R622	On Countermeasures Against Fault Attacks on Elliptic Curve Cryptography Using Fault Detection.
R623	Efficient Secure Two-Party Computation with Untrusted Hardware Tokens (Full Version).
R624	Hardware Intrinsic Security from Physically Unclonable Functions.
R625	Supporting Community Emergency Management Planning Through a Geocollaboration Software Architecture.
R626	Tabletops - Horizontal Interactive Displays
R627	Multimedia and Graphics.
R628	Virtual Environments: Issues and Opportunities for Researching Inclusive Educational Practices.
R629	Brain-Computer Interfaces and Human-Computer Interaction.
R630	Perceptual Component Evaluation and Data Collection.
R631	Future Evolution of Virtual Worlds as Communication Environments.
R632	Designing Outdoor Mixed Reality Hardware Systems.
R633	The Socratic and Platonic Basis of Cognitivism.
R634	Phatic Interactions: Being Aware and Feeling Connected.
R635	Organisational Spaces and Intelligent Machines: A Metaphorical Approach to Ethics.
R636	Cause and Effect in User Interface Development.
R637	Social Interaction, Globalization and Computer-Aided Analysis - A Practical Guide to Developing Social Simulation
R638	XML-Based Tools for Creating, Mapping, and Transforming Usability Engineering Requirements.
R639	The eXperience Induction Machine: A New Paradigm for Mixed-Reality Interaction Design and Psychological Experimentation.
R640	Deconstructing Ghosts.
R641	Automatic Speech Recognition.
R642	Grounding Privacy with Awareness: A Social Approach to Describe Privacy Related Issues in Awareness Systems.
R643	Utility and Experience in the Evolution of Usability.
R644	The Ripple Effect: Change in Trust and Its Impact Over a Social Network.
R645	The RoboCup Mixed Reality League - A Case Study.
R646	Digital Out-of-Home Media: Means and Effects of Digital Media in Public Space.
R647	Mixed-Methods and Mixed-Worlds: Engaging Globally Distributed User Groups for Extended Evaluation and Studies.
R648	Awareness in the Home: The Nuances of Relationships, Domestic Coordination and Communication.
R649	Capacitive Sensors for Whole Body Interaction.
R650	State State of the Art in Migration.
R651	Learning and Teaching in Virtual Worlds: Boundaries, Challenges and Opportunities.
R652	Migration Opportunities.
R653	Pervasive Advertising
R654	Pen-and-Paper User Interfaces - Integrating Printed and Digital Documents
R655	Supporting the Appropriation of ICT: End-User Development in Civil Societies.
R656	Web Engineering: Modelling and Implementing Web Applications
R657	Beyond CHIL.
R658	Multimodal Excitatory Interfaces with Automatic Content Classification.
R659	(Re)Searching The Digital Bauhaus
R660	Multimedia Archiving of Technological Change in a Traditional Creative Industry: A Case Study of the Dhokra Artisans of Bankura, West Bengal.
R661	Making Sense of What Is Going on 'Around': Designing Environmental Awareness Information Displays.
R662	Supporting Atomic User Actions on the Table.
R663	Introduction to Social TV.
R664	Usability in Thailand.
R665	Measuring Affective Benefits and Costs of Mediated Awareness: Development and Validation of the ABC-Questionnaire.
R666	Supporting Family Awareness with the Whereabouts Clock.
R667	Modeling and Implementing Web Applications with Oohdm.
R668	Ontological Modeling and Reasoning.
R669	Person Tracking.
R670	Remote Usability Evaluation: Discussion of a General Framework and Experiences from Research with a Specific Tool.
R671	Active Tangible Interactions.
R672	MyCoach: In Situ User Evaluation of a Virtual and Physical Coach for Running.
R673	Human-Centered Software Engineering - Software Engineering Models, Patterns and Architectures for HCI
R674	Content for Mobile Television: Issues Regarding a New Mass Medium Within Today's ICT Environment.
R675	Trust Metrics in Recommender Systems.
R676	The OPEN Migration Platform Architecture.
R677	What People Talk About in Virtual Worlds.
R678	Developing Mixed Interactive Systems: A Model-Based Process for Generating and Managing Design Solutions.
R679	Social Inference Through Technology.
R680	Culture, Interface Design, and Design Methods for Mobile Devices.
R681	Brain-Computer Interfaces - Applying our Minds to Human-Computer Interaction
R682	Emotinet: A Framework for the Development of Social Awareness Systems.
R683	Hand and Object Recognition on Liquid Crystal Displays.
R684	Overview of Design Issues for Web Applications Development.
R685	Visualization of Time-Oriented Data
R686	Culture and Creativity: World of Warcraft Modding in China and the US.
R687	Education.
R688	Activity Classification.
R689	Cognitive Technology - Technological Cognition.
R690	Designing a Mixed Reality Intergenerational Entertainment System.
R691	Managing Advertising Context.
R692	Patterns as a Paradigm for Theory in Community-Based Learning.
R693	Expert Recommender: Designing for a Network Organization.
R694	Multi-touch Collaborative DUI to Create Mobile Services.
R695	Usability in Japan.
R696	Whole Body Interaction in Abstract Domains.
R697	Specialized Documents.
R698	The Future of Mobile TV: When Mobile TV Meets the Internet and Social Networking.
R699	Making Sense of Experience.
R700	Cognition, Communication and Interaction - Transdisciplinary Perspectives on Interactive Technology
R701	Conceptualizing Context for Pervasive Advertising.
R702	Tailoring Usability into Agile Software Development Projects.
R703	Dude Looks like a Lady: Gender Swapping in an Online Game.
R704	CHIL Integration Tools and Middleware.
R705	Computers in the Human Interaction Loop.
R706	Assessing the Core Elements of the Gaming Experience.
R707	The Usability Evaluation and the Programmability Assessment of Migration.
R708	The Engineering of Experience.
R709	Meaningful Advertising.
R710	The Enchantments of Technology.
R711	'Use' Discourses in System Development: Can Communication Be Improved?
R712	Interfacing the Narrative Experience.
R713	Whole Body Interaction: An Introduction.
R714	Springboard: Designing Image Schema Based Embodied Interaction for an Abstract Domain.
R715	Designing Technology for Local Citizen Deliberation.
R716	Trust and Online Reputation Systems.
R717	MATLAB-Based Tools for BCI Research.
R718	Usability in Singapore.
R719	EEG-Based Navigation from a Human Factors Perspective.
R720	Functional Near-Infrared Sensing (fNIR) and Environmental Control Applications.
R721	That's Entertainment!
R722	Communities, Learning, and Democracy in the Digital Age.
R723	Distributed Interactive Surfaces: A Step Towards the Distribution of Tangible and Virtual Objects.
R724	Embedded Mixed Reality Environments.
R725	The narrative aspect of scenario building - How story telling may give people a memory of the future.
R726	Enhancing Health-Care Services with Mixed Reality Systems.
R727	Emotion Recognition.
R728	Desktop Browsers.
R729	A Green Paper on Usability Maturation.
R730	A Standard for Digital Signage Privacy.
R731	Observations on Experience and Flow in Movement-Based Interaction.
R732	Targeted Advertising on the Handset: Privacy and Security Challenges.
R733	Playing with the Past
R734	Enabling Social Play: A Framework for Design and Evaluation.
R735	Spiders in the Net: Universities as Facilitators of Community-Based Learning.
R736	Funology - From Usability to Enjoyment
R737	Game-Based Virtual Worlds as Decentralized Virtual Activity Systems.
R738	Digital Tables for Collaborative Information Exploration.
R739	Specialized Browsers.
R740	Video Game Development and User Experience.
R741	Using Rest Class and Control Paradigms for Brain Computer Interfacing.
R742	Sharing and Stretching Space with Full Body Tracking.
R743	Issues in Adapting Usability Testing for Global Usability.
R744	Science, Technology, and Reality in The Matrix Online and Tabula Rasa.
R745	Towards a General Theory of the Artificial.
R746	Human Activity Modeling: Toward A Pragmatic Integration of Activity Theory and Usage-Centered Design.
R747	Fostering Social Engagement and Self-Efficacy in Later Life: Studies with Ubiquitous Computing.
R748	Web Accessibility and Guidelines.
R749	Estimation of Interest from Physical Actions Captured by Familiar User Device.
R750	Web Application Development: Challenges And The Role Of Web Engineering.
R751	Cognitive and Learning Impairments.
R752	The Path Tells a Story.
R753	User Experience Evaluation in Entertainment.
R754	Medulla: A Cyberinfrastructure-Enabled Framework for Research, Teaching, and Learning with Virtual Worlds.
R755	Task Models and System Models as A Bridge Between Hci and Software Engineering.
R756	Mobile TV: Customizing Content and Experience.
R757	Next-Generation Migratory Emergency Management Application.
R758	Building Narrative Experiences for Children Through Real Time Media Manipulation: Pogo World.
R759	Perceptual Technologies: Analyzing the Who, What, Where of Human Interaction.
R760	ZOIL: A Design Paradigm and Software Framework for Post-WIMP Distributed User Interfaces.
R761	Body Gestures for Office Desk Scenarios.
R762	A Typology of Ethnographic Scales for Virtual Worlds.
R763	Situation Modeling Layer.
R764	User Empowerment and the Fun Factor - Questions and Answers with Jakob Nielsen.
R765	Awareness Systems - Advances in Theory, Methodology and Design
R766	The nature of virtual communities.
R767	Rural Communities and Pervasive Advertising.
R768	Multimodal Usability
R769	Brain-Based Indices for User System Symbiosis.
R770	Developing a DUI Based Operator Control Station - A Case Study of the Marve Framework.
R771	Spore: Assessment of the Science in an Evolution-Oriented Game.
R772	High-Resolution Interactive Displays.
R773	Social Networks in Pervasive Advertising and Shopping.
R774	Theory of Tabletop Territoriality.
R775	Examining Player Anger in World of Warcraft.
R776	Distributed User Interfaces for Projector Phones.
R777	Awareness Information with Speech and Sound.
R778	Usability in India.
R779	The Nurse As An Engineer - The theory of knowledge in research in the care sector.
R780	Co-Interactive Table: A New Facility Based on Distributed User Interfaces to Improve Collaborative Meetings.
R781	WSDM: Web Semantics Design Method.
R782	Towards a Whole Body Sensing Platform for Healthcare Applications.
R783	Uml-Based Web Engineering - An Approach Based on Standards.
R784	Adapting News and Advertisements to Groups.
R785	The CHIL Reference Model Architecture for Multimodal Perceptual Systems.
R786	The Thing and I: Understanding the Relationship Between User and Product.
R787	Usability in Philippines.
R788	Hearing Impairments.
R789	Augmenting Interactive Tabletops with Translucent Tangible Controls.
R790	This is Not a Game - Social Virtual Worlds, Fun, and Learning.
R791	The Life and Tools of a Games Designer.
R792	Social Properties of Mobile Video.
R793	Awareness of Daily Life Activities.
R794	Usability in Aotearoa/New Zealand.
R795	The Second Life Researcher Toolkit - An Exploration of Inworld Tools, Methods and Approaches for Researching Educational Projects in Second Life.
R796	User-Centered Interaction Design Patterns for Interactive Digital Television Applications
R797	Knowledge in co-action: social intelligence in collaborative design activity.
R798	User Experience Design for Inexperienced Gamers: GAP - Game Approachability Principles.
R799	Activity-Based Computing - Metaphors and Technologies for Distributed User Interfaces.
R800	Presence, Involvement, and Flow in Digital Games.
R801	The Role of "Craft Language" in Learning "Waza".
R802	Cockpit Cognition: Education, the Military and Cognitive Engineering.
R803	Researching Learning in Virtual Worlds
R804	Tailoring Usability into Agile Software Development Projects.
R805	From Table-System to Tabletop: Integrating Technology into Interactive Surfaces.
R806	Interactive TV Narrativity.
R807	"What Are You Viewing?" Exploring the Pervasive Social TV Experience.
R808	Web Accessibility Evaluation.
R809	From Usable to Enjoyable Information Displays.
R810	The Diasporic Game Community: Trans-Ludic Cultures and Latitudinal Research Across Multiple Games and Virtual Worlds.
R811	Situatedness of Awareness Information: Impact on the Design and Usage of Awareness Systems.
R812	Computers in the Human Interaction Loop
R813	Social Trust of Virtual Identities.
R814	m-LoCoS UI: A Universal Visible Language for Global Mobile Communication.
R815	Building Scalable Services: The CHIL Agent Framework.
R816	Toward a Refined Paradigm for Architecting Usable Systems.
R817	Beyond the Gamepad: HCI and Game Controller Design and Evaluation.
R818	Introduction.
R819	Usability Work in Professional Website Design: Insights from Practitioners' Perspectives.
R820	A Journey Through Cultures - Metaphors for Guiding the Design of Cross-Cultural Interactive Systems
R821	Activity-Based Advertising.
R822	Extracting Interaction Cues: Focus of Attention, Body Pose, and Gestures.
R823	An Ambient Intelligence Framework for the Provision of Geographically Distributed Multimedia Content to Mobility Impaired Users.
R824	Evaluating User Experience Factors Using Experiments: Expressive Artificial Faces Embedded in Contexts.
R825	Playing Games in the Emotional Space.
R826	The Semantics of Fun: Differentiating Enjoyable Eeperiences.
R827	Designing for Work Place Learning.
R828	Building Interactive Multi-touch Surfaces.
R829	Whose Line is It Anyway? Enabling Creative Appropriation of Television.
R830	Horizontal Interactive Surfaces in Distributed Assemblies.
R831	A Software Engineering Method for the Design of Mixed Reality Systems.
R832	Automatic Relational Reporting to Support Group Dynamics.
R833	The Sociability of Mobile TV.
R834	Applying the Oows Model-Driven Approach for Developing Web Applications. The Internet Movie Database Case Study.
R835	User-Centered Design of CHIL Services: Introduction.
R836	Achieving Usability of Adaptable Software: The Amf-Based Approach.
R837	Management of Tracking for Mixed and Augmented Reality Systems.
R838	Improving E-Learning Using Distributed User Interfaces.
R839	Usability in Korea - From GUI to User Experience Design.
R840	Different Attitudes Concerning the Usage of Live Mobile TV and Mobile Video.
R841	Deploying Pervasive Advertising in a Farmers' Market.
R842	An Historical Reflection of Awareness in Collaboration.
R843	HERA.
R844	Individual and Group Support in Tabletop Interaction Techniques.
R845	Usability in Malaysia.
R846	Optical Design of Tabletop Displays and Interactive Applications.
R847	Fiia: A Model-Based Approach to Engineering Collaborative Augmented Reality.
R848	Capturing Trust in Social Web Applications.
R849	Learning in Communities - Interdisciplinary Perspectives on Human Centered Information Technology
R850	Rethinking the Interaction Architecture.
R851	Interaction on the Tabletop: Bringing the Physical to the Digital.
R852	Radical Praxis and Civic Network Design.
R853	Evaluating Exertion Games.
R854	Introduction.
R855	Mobile Web and Accessibility.
R856	Acoustic Event Detection and Classification.
R857	Putting Value into E-valu-ation.
R858	Transcoding.
R859	Assistive Technologies.
R860	Gesture-Based Interfaces: Practical Applications of Gestures in Real World Mobile Settings.
R861	Connecting Rigorous System Analysis to Experience-Centered Design.
R862	Changing the Rules: Social Architectures in Virtual Worlds.
R863	Learning in Communities: A Distributed Intelligence Perspective.
R864	Digital Games, the Aftermath: Qualitative Insights into Postgame Experiences.
R865	Usability Evaluation of User Interfaces Generated with a Model-Driven Architecture Tool.
R866	Physical Impairment.
R867	Usability and Users' Health Issues in Systems Development - Attitudes and Perspectives.
R868	Direct Neural Control of Anatomically Correct Robotic Hands.
R869	Imprecision, Inaccuracy, and Frustration: The Tale of Touch Input.
R870	The Gains Design Process: How to do Structured Design of User Interfaces in Any Software Environment.
R871	Visually Augmented Interfaces for Co-located Mobile Collaboration.
R872	Evaluating User Experience in Games - Concepts and Methods
R873	Community-Based Learning: The Core Competency of Residential, Research-Based Universities.
R874	Multimodal Person Identification.
R875	Relational Cockpit.
R876	Software Quality Engineering: The Leverage for Gaining Maturity.
R877	The Schome Park Programme: Exploring Educational Alternatives.
R878	Systems Usability - Promoting Core-Task Oriented Work Practices.
R879	Knowledge as Embodied Performance.
R880	Virtual Worlds for Virtual Organizing.
R881	Using BCI2000 for HCI-Centered BCI Research.
R882	Scenarios of Use for Sociable Mobile TV.
R883	The Contribution of Tacit Knowledge to Innovation.
R884	Introduction to Computing with Social Trust.
R885	Exploring Distributed User Interfaces in Ambient Intelligent Environments.
R886	Distributed User Interfaces: Specification of Essential Properties.
R887	A User-Centered Framework for Deriving A Conceptual Design From User Experiences: Leveraging Personas and Patterns to Create Usable Designs.
R888	Introduction.
R889	Legacy Systems Interaction Reengineering.
R890	Mobile TV's Time to Shine Has Arrived.
R891	Visual Impairments.
R892	The Semantic Environment: Heuristics for a Cross-Context Human-Information Interaction Model.
R893	A Design Framework for Awareness Systems.
R894	Estimation of Head Pose.
R895	The Joy of Telephony: Designing Appealing Interactions.
R896	Multimodal Interaction Control.
R897	Usability in Brazil.
R898	The Interactive Installation ISH: In Search of Resonant Human Product Interaction.
R899	Fun with Your Alarm Clock: Designing for Engaging Experiences Through Emotionally Rich Interaction.
R900	Two Legs, Thing Using and Talking: The Origins of the Creative Engineering Mind.
R901	Interacting with Sound.
R902	Distributed User Interfaces - Designing Interfaces for the Distributed Ecosystem
R903	Distributed User Interfaces: State of the Art.
R904	From Brain Signals to Adaptive Interfaces: Using fNIRS in HCI.
R905	Integration of User Interface User Interface Migration and Application Application Logic Reconfiguration: An Example in the Game Domain.
R906	Exploring Bodily Engaging Artifacts Among Golfers, Skaters and Dancers.
R907	From User Interface Usability to the Overall Usability of Interactive Systems: Adding Usability in System Architecture.
R908	Learning, Teaching and Ambiguity in Virtual Worlds.
R909	Awareware: Narrowcasting Attributes for Selective Attention, Privacy, and Multipresence.
R910	Introduction.
R911	Seeing and Seeing-AS.
R912	Designing Interfaces in Public Settings - Understanding the Role of the Spectator in Human-Computer Interaction
R913	m-YouTube Mobile UI: Video Selection Based on Social Influence.
R914	Community Inquiry and Informatics: Collaborative Learning Through ICT.
R915	Using Heuristics to Evaluate the Overall User Experience of Video Games and Advanced Interaction Games.
R916	Pervasive Advertising.
R917	Speaking in Character: Voice Communication in Virtual Worlds.
R918	Architecture, Infrastructure, and Broadband Civic Network Design: An Institutional View.
R919	Conclusion (The Mobile Future).
R920	Internet-Based Community Networks: Finding the Social in Social Networks.
R921	Multipath Transformational Development of User Interfaces with Graph Transformations.
R922	An Exploration of Exertion in Mixed Reality Systems via the "Table Tennis for Three" Game.
R923	Mirrored Motion: Augmenting Reality and Implementing Whole Body Gestural Control Using Pervasive Body Motion Capture Based on Wireless Sensors.
R924	Online Worlds: Convergence of the Real and the Virtual
R925	Software Infrastructure for Enriching Distributed User Interfaces with Awareness.
R926	Cortically-Coupled Computer Vision.
R927	Authoring Tools.
R928	Degrees of engagement in interactive workspaces.
R929	Computing with Social Trust
R930	Narration, discourse and dialogue: issues in the management of inter-cultural innovation.
R931	User Interface User Interface Migration Based on the Use of Logical Descriptions.
R932	Human-Centered Engineering Of Interactive Systems With The User Interface Markup Language.
R933	Minimalism - Designing Simplicity
R934	Dynamic Reconfiguration of Application Logic During Application Migration.
R935	Building a pedagogy around action and emotion: experiences of Blind Opera of Kolkata.
R936	Storytelling 
R937	Social Reproduction and Its Applicability for Community Informatics.
R938	Cooperation, Coordination, and Trust in Virtual Teams: Insights from Virtual Games.
R939	Mobile TV: Customizing Content and Experience - Mobile Storytelling, Creation and Sharing
R940	Migratory Interactive Applications for Ubiquitous Environments
R941	Usability in Israel.
R942	Usability in the Czech Republic.
R943	Designing Multichannel Web Applications as "Dialogue Systems": the Idm Model.
R944	Extending MARIA to Support Distributed User Interfaces.
R945	International Contextual Field Research.
R946	Supporting Distributed Decision Making Using Secure Distributed User Interfaces.
R947	Developmental Learning Communities.
R948	Abstractions of Awareness: Aware of What?
R949	Fun on the Phone: The Situated Experience of Recreational Telephone Conferences.
R950	On, Above, and Beyond: Taking Tabletops to the Third Dimension.
R951	From One to Many Boxes: Mobile Devices as Primary and Secondary Screens.
R952	Introduction.
R953	Neural Control Interfaces.
R954	Enhancing Human-Computer Interaction with Input from Active and Passive Brain-Computer Interfaces.
R955	Whole Body Interaction
R956	New World View.
R957	Low-Level Distributed Data Transfer Layer: The ChilFlow Middleware.
R958	Web 2.0.
R959	Could Anyone Use a BCI?
R960	The Practice of the Use of Computers - A paradoxical encounter between different traditions of knowledge.
R961	Saddlebags, Paperbacks and Mobile Media.
R962	Targeted Audio.
R963	On Human-Machine Symbiosis.
R964	The Memory Jog Service.
R965	Brain-Computer Interfacing and Games.
R966	Design and Delivery of Game-Based Learning for Virtual Patients in Second Life: Initial Findings.
R967	Sustaining a Community Computing Infrastructure for Online Teacher Professional Development: A Case Study of Designing Tapped In.
R968	Deconstructing Experience: Pulling Crackers Apart.
R969	Language Technologies: Question Answering in Speech Transcripts.
R970	File System Access for Tabletop Interaction.
R971	Global/Local Usability: Locally Contextualized Usability in the Global South.
R972	Usability in Poland.
R973	Usability in Russia.
R974	The Future of Virtual Worlds.
R975	Creativity in Interactive TV: Personalize, Share, and Invent Interfaces.
R976	Megamodeling and Metamodel-Driven Engineering for Plastic User Interfaces: MEGA-UI.
R977	Coordination and Awareness in Remote Tabletop Collaboration.
R978	Browser Augmentation.
R979	Attack-Resistant Trust Metrics.
R980	HCI and the Economics of User Experience.
R981	Towards a Framework for Whole Body Interaction with Geospatial Data.
R982	Waggling the Form Baton: Analyzing Body-Movement-Based Design Patterns in Nintendo Wii Games, Toward Innovation of New Possibilities for Social and Emotional Experience.
R983	Conclusions.
R984	Opening the Metaverse.
R985	Investigating the Design Space for Multi-display Environments.
R986	Introduction.
R987	Service Migration Network Network Support.
R988	User Experience Evaluation in the Mobile Context.
R989	Investigating Experiences and Attitudes Toward Videogames Using a Semantic Differential Methodology.
R990	Design and Development of a Migratory Application Application Based on OPEN OPEN Migration Service Platform.
R991	An Integrating Framework for Mixed Systems.
R992	Ethics and Intellectual Structures.
R993	Watch-and-Comment as an Approach to Collaboratively Annotate Points of Interest in Video and Interactive-TV Programs.
R994	Lessons Learned from the Design and Implementation of Distributed Post-WIMP User Interfaces.
R995	A Pattern Approach to Interaction Design.
R996	Ambient Persuasion in the Shopping Context.
R997	Human-Centered Software Engineering: Software Engineering Architectures, Patterns, and Sodels for Human Computer Interaction.
R998	Improving Ubiquitous Environments Through Collaborative Features.
R999	Authoring Immersive Mixed Reality Experiences.
R1000	Privacy Considerations in Awareness Systems: Designing with Privacy in Mind.
R1001	Feasibility of Using a Head-Mounted Camera to Capture Dynamic Facial Expressions During Body Movement.
R1002	Global Usability
R1003	Opportunities and Challenges of Interactive Public Displays as an Advertising Medium.
R1004	Designing for Fun: User-Testing Case Studies.
R1005	Does Mobile Television Enhance a New Television Experience?
R1006	Enjoyment: Lessons from Karasek.
R1007	Tangible Interaction in Mixed Reality Systems.
R1008	Usability Evaluation as Idea Generation.
R1009	Let's Make Things Engaging.
R1010	The Engineering of Mixed Reality Systems
R1011	Usability in China.
R1012	The Third Place in Second Life: Real Life Community in a Virtual World.
R1013	The Collaborative Workspace: A Co-located Tabletop Device to Support Meetings.
R1014	New Literacies in Schome Park.
R1015	Designing Web Applications with Webml and Webratio.
R1016	Doing Design Ethnography
R1017	Universal Usability.
R1018	Rule Following and Tacit Knowledge.
R1019	Mobile Video in Everyday Social Interactions.
R1020	Maturing Usability - Quality in Software, Interaction and Value
R1021	Characterizations, Requirements, and Activities of User-Centered Design - the KESSU 2.2 Model.
R1022	Ethics is Fragile, Goodness is Not.
R1023	The Need for Empirical Web Engineering: An Introduction.
R1024	An Overview Of Model-Driven Web Engineering and the Mda.
R1025	Leonardo's choice: the ethics of artists working with genetic technologies.
R1026	Personas - User Focused Design
R1027	Databases are Us.
