R0	Ardent Software
R983	Conclusions.
R984	Opening the Metaverse.
R985	Investigating the Design Space for Multi-display Environments.
R986	Introduction.
R987	Service Migration Network Network Support.
R988	User Experience Evaluation in the Mobile Context.
R989	Investigating Experiences and Attitudes Toward Videogames Using a Semantic Differential Methodology.
R990	Design and Development of a Migratory Application Application Based on OPEN OPEN Migration Service Platform.
R991	An Integrating Framework for Mixed Systems.
R992	Ethics and Intellectual Structures.
R993	Watch-and-Comment as an Approach to Collaboratively Annotate Points of Interest in Video and Interactive-TV Programs.
R994	Lessons Learned from the Design and Implementation of Distributed Post-WIMP User Interfaces.
R995	A Pattern Approach to Interaction Design.
R996	Ambient Persuasion in the Shopping Context.
R997	Human-Centered Software Engineering: Software Engineering Architectures, Patterns, and Sodels for Human Computer Interaction.
R998	Improving Ubiquitous Environments Through Collaborative Features.
R999	Authoring Immersive Mixed Reality Experiences.
R1000	Privacy Considerations in Awareness Systems: Designing with Privacy in Mind.
R1001	Feasibility of Using a Head-Mounted Camera to Capture Dynamic Facial Expressions During Body Movement.
R1002	Global Usability
R1003	Opportunities and Challenges of Interactive Public Displays as an Advertising Medium.
R1004	Designing for Fun: User-Testing Case Studies.
R1005	Does Mobile Television Enhance a New Television Experience?
R1006	Enjoyment: Lessons from Karasek.
R1007	Tangible Interaction in Mixed Reality Systems.
R1008	Usability Evaluation as Idea Generation.
R1009	Let's Make Things Engaging.
R1010	The Engineering of Mixed Reality Systems
R1011	Usability in China.
R1012	The Third Place in Second Life: Real Life Community in a Virtual World.
R1013	The Collaborative Workspace: A Co-located Tabletop Device to Support Meetings.
R1014	New Literacies in Schome Park.
R1015	Designing Web Applications with Webml and Webratio.
R1016	Doing Design Ethnography
R1017	Universal Usability.
R1018	Rule Following and Tacit Knowledge.
R1019	Mobile Video in Everyday Social Interactions.
R1020	Maturing Usability - Quality in Software, Interaction and Value
R1021	Characterizations, Requirements, and Activities of User-Centered Design - the KESSU 2.2 Model.
R1022	Ethics is Fragile, Goodness is Not.
R1023	The Need for Empirical Web Engineering: An Introduction.
R1024	An Overview Of Model-Driven Web Engineering and the Mda.
R1025	Leonardo's choice: the ethics of artists working with genetic technologies.
R1026	Personas - User Focused Design
R1027	Databases are Us.
R1028	Trace-Based Usability Evaluation Using Aspect-Oriented Programming and Agent-Based Software Architecture.
R1029	Web Accessibility - A Foundation for Research
R1030	Ageing.
R1031	Measuring Emotion: Development and Application of an Instrument to Measure Emotional Responses to Products.
R1032	Website Design and Trust Across Cultures.
R1033	Usability in Mexico.
R1034	Scent Marketing: Making Olfactory Advertising Pervasive.
R1035	The Web as an Application Platform.
R1036	Situation Modeling.
R1037	On Propagating Interpersonal Trust in Social Networks.
R1038	The Participant-Observer in Community-Based Learning as Community Bard.
R1039	Local Groups Online: Political Learning and Participation.
R1040	Personality Capture and Emulation.
R1041	Evaluating Peripheral Displays.
R1042	Attentional Behavior of Users on the Move Towards Pervasive Advertising Media.
R1043	Designing Engaging Experiences with Children and Artists.
R1044	Massively Multiplayer Online Games as Living Laboratories: Opportunities and Pitfalls.
R1045	Design and Evaluation of Intentionally Enriched Awareness.
R1046	What Goes on When a Designer Thinks?
R1047	The Connector Service: Representing Availability for Mobile Communication.
R1048	Virtual Doppelgangers: Psychological Effects of Avatars Who Ignore Their Owners.
R1049	Examining Trust, Forgiveness and Regret as Computational Concepts.
R1050	Drag 
R1051	Semantic Web.
R1052	A Holistic Approach to Design and Evaluation of Mixed Reality Systems.
R1053	A Virtual Mars.
R1054	Poetics of performative space.
R1055	Applications for Brain-Computer Interfaces.
R1056	Distribution Primitives for Distributed User Interfaces.
R1057	Using Reverse Engineering for Automated Usability Evaluation of Gui-Based Applications.
R1058	Eliciting Informative Feedback: The Peer-Prediction Method.
R1059	How to Measure and Evaluate Web Applications in a Consistent Way.
R1060	Fun for All: Promoting Engagement and Paraticipation in Community Programming Projects.
R1061	CSCW Design Reconceptualised Through Science Studies.
R1062	Auditory-Induced Presence in Mixed Reality Environments and Related Technology.
R1063	The Future of Usability Evaluation: Increasing Impact on Value.
R1064	When Virtual Worlds Expand.
R1065	Perceptual Component Data Models and APIs.
R1066	Mixed-Reality Prototypes to Support Early Creative Design.
R1067	Introduction: A Short History of Tabletop Research, Technologies, and Products.
R1068	Conversational Awareness in Text-Based Computer Mediated Communication.
R1069	A Non-reductionist Approach to Trust.
R1070	Whole Body Large Display Interfaces for Users and Designers.
R1071	What Drives Software Development: Bridging the Gap Between Software and Usability Engineering.
R1072	End User Evaluations.
R1073	A Survey of Iris Biometrics Research: 2008-2010.
R1074	Object Recognition: Fundamentals and Case Studies.
R1075	A Theoretical Model for Describing Iris Dynamics.
R1076	Methods for Iris Segmentation.
R1077	Optics of Iris Imaging Systems.
R1078	Human Ear Recognition by Computer.
R1079	Markov Random Field Modeling in Image Analysis.
R1080	Statistical and Neural Classifiers: An Integrated Approach to Design
R1081	Standard Iris Storage Formats.
R1082	Multispectral Iris Fusion and Cross-Spectrum Matching.
R1083	Template Aging in Iris Biometrics.
R1084	Iris Recognition in the Visible Wavelength.
R1085	Automatic Digital Document Processing and Management: Problems, Algorithms and Techniques
R1086	Fundamentals of Computerized Tomography: Image Reconstruction from Projections.
R1087	Quality and Demographic Investigation of ICE 2006.
R1088	Multispectral Satellite Image Understanding: From Land Classification to Building and Road Detection.
R1089	Unsupervised Process Monitoring and Fault Diagnosis with Machine Learning Methods
R1090	Application of Correlation Filters for Iris Recognition.
R1091	Iris Recognition with Taylor Expansion Features.
R1092	Handbook of Iris Recognition
R1093	Visual Texture: Accurate Material Appearance Measurement, Representation and Modeling
R1094	An Introduction to Object Recognition.
R1095	Compression Schemes for Mining Large Datasets - A Machine Learning Perspective
R1096	Introduction to the Handbook of Iris Recognition.
R1097	Iris Quality Metrics for Adaptive Authentication.
R1098	An Introduction to the IrisCode Theory.
R1099	Statistical Learning and Pattern Analysis for Image and Video Processing.
R1100	Robust and Secure Iris Recognition.
R1101	Iris Segmentation for Challenging Periocular Images.
R1102	Markov Models for Pattern Recognition - From Theory to Applications
R1103	Hexagonal Image Processing: A Practical Approach.
R1104	Iris Spoofing: Reverse Engineering the Daugman Feature Encoding Scheme.
R1105	Guide to Three Dimensional Structure and Motion Factorization.
R1106	Periocular Recognition from Low-Quality Iris Images.
R1107	Computer Vision-Guided Virtual Craniofacial Surgery
R1108	Fusion of Face and Iris Biometrics.
R1109	Support Vector Machines for Pattern Classification.
R1110	Support Vector Machines for Pattern Classification.
R1111	Human Recognition at a Distance in Video.
R1112	Engineering General Intelligence, Part 1 - A Path to Advanced AGI via Embodied Learning and Cognitive Synergy
R1113	Enaction, Embodiment, Evolutionary Robotics - Simulation Models for a Post-Cognitivist Science of Mind
R1114	Engineering General Intelligence, Part 2 - The CogPrime Architecture for Integrative, Embodied AGI
R1115	Real-World Reasoning: Toward Scalable, Uncertain Spatiotemporal, Contextual and Causal Inference
R1116	Harnessing Preattentive Perceptual Processes in Visualization.
R1117	Computer Graphics in Computer Graphics Education.
R1118	Audience Dependence of Meteorological Data Visualization.
R1119	Humanizing Computerized Information Systems.
R1120	The Changing Face of the History of Computing: The Role of Emulation in Protecting Our Digital Heritage.
R1121	Information Technology in Italy: The Origins and the Early Years (1954 - 1965).
R1122	Learning Along with Your Students: Projects from the Graduate Diploma of Computer Education.
R1123	Remembering LEO.
R1124	The History of Computer Language Selection.
R1125	Collaboration between Industry and Academia - Computer Graphics in Design Education.
R1126	CAM: Developments in Computer-Integrated Manufacturing
R1127	History of Data Centre Development.
R1128	Perceptual Issues in Visualization
R1129	Proof in Flat Specifications.
R1130	HyperGraph - A Hypermedia System for Computer Graphics Education.
R1131	Interactive Learning Through Visualization, The Impact of Computer Graphics in Education
R1132	Possibilities and Limits in Visualizing Large Amounts of Multidimensional Data.
R1133	Introduction of Computers in Primary Schools in Norway - From Experiments to Implementation.
R1134	The Historical Relationship between Affective Variables and ICT Based Learning and Instruction and Achievement in the Israeli School System.
R1135	The Multi-Faceted Blackboard: Computer Graphics in Higher Education.
R1136	The Hopes and Realities of the Computer as a School Administration and School Management Tool.
R1137	Predicting the Future of Computers in Schools - A Reflection Paper?
R1138	Institutions: An Abstract Framework for Formal Specifications.
R1139	The Educational Programming Language Logo: Its Nature and Its Use in Australia.
R1140	Roberto Busa (1913-2011), Pioneer of Computers for the Humanities.
R1141	From the History of Russian Computer Science.
R1142	Hyper-Simulator Based Learning Environment to Enhance Human Understanding.
R1143	The Victorian State Computer Education Committee's Seeding Pair In-Service Program: Two Case Studies.
R1144	Portability of Educational Materials Using Graphics.
R1145	Remarks on Mathematical Courseware.
R1146	Australia's WREDAC - ItWas Rocket Science.
R1147	From Total Equational to Partial First-Order Logic.
R1148	Specification Languages.
R1149	Interaction in Perceptually-Based Visualization.
R1150	Theoretical and Epistemological Foundations of Integrating Digital Technologies in Education in the Second Half of the 20th Century.
R1151	Term Rewriting.
R1152	Visual Ways of Knowing, Thinking, and Interacting.
R1153	From Student Geek to Teacher Geek Chic - Reflections on How Computers Were Used while as a Student and then as a Teacher.
R1154	Computer Assisted Lecturing: One Implementation.
R1155	Reflections on Computers in Education 1984 - 2001: The Logo Continuum.
R1156	From Learning to Use Towards Learning to Code: Twenty-Five Years of Computing in Dutch Schools.
R1157	My Fascination with Computing History.
R1158	Object Specification.
R1159	Reflections on the Beginnings of an Educational Revolution (?).
R1160	Algebraic Preliminaries.
R1161	Information Technology and Work in the Present Society.
R1162	Computerization and Work, A Reader on Social Aspects of Computerization
R1163	Introduction.
R1164	The First 25 Years of Computers in Education in Poland: 1965 - 1990.
R1165	A Possible First Use of CAM/CAD.
R1166	IFIP TC 9 - Working Group 1 "Computers and Work" Conclusions and Recommendations from the Workshop on the Effects of Computerization on Employment.
R1167	Approaches in System Design for a Defense of Human Work.
R1168	Computerization and Employment.
R1169	Micro Programming.
R1170	Algebraic Specification of Concurrent Systems.
R1171	Prospero: A System for Representing the Lazy Evaluation of Functions.
R1172	Pioneering the Internet in the Nineties - An Innovative Project Involving UK and Australian Schools.
R1173	Reflections on the History of Computers in Education - Early Use of Computers and Teaching about Computing in Schools
R1174	Mnemotechnics and the Challenge of Hypermedia.
R1175	A Multidimensional Multivariate Image Evaluation Tool.
R1176	Interactivity and the Dimensionality of Data Displays.
R1177	Working Group Reports.
R1178	Test Data Sets for Evaluating Data Visualization Techniques.
R1179	Computerization and Education.
R1180	Participation in Technical Change.
R1181	The Rise of Information and Communication Technology Era in the Israeli Educational System.
R1182	Whatever You Do . . . . Don't Put the Computer Room Near the Maths Department! or, I Was an Early Adopter, an Enthusiastic Disseminator, But Now . . .
R1183	IFIP TC 9 - Working Group 1 "Computers and Work" Conclusions and Recommendations from the Workshop on the Effects of Computerization on Professional Skills.
R1184	Interactive Computer Graphics via Telecommunications.
R1185	Visualization of Concepts in Physics.
R1186	Using a Lattice for Visual Analysis of Categorical Data.
R1187	Formalization of the Development Process.
R1188	The Impact of Information Processing on the Working Class.
R1189	Structuring and Modularity.
R1190	Specification Semantics.
R1191	Computers - A Gift of Fire.
R1192	Catching the Bug: Pupils and Punched Cards in South Africa in the Late 1970s.
R1193	The Impact of the Y2K Event on the Popularity of the Pick Database Environment.
R1194	Perceptual Principles for Effective Visualizations.
R1195	Visualizing Electromagnetic Data.
R1196	Computerized Information Systems in Personnel.
R1197	Collaborative Computer Graphics Education.
R1198	Evolution of Computer Science Education in the Purview of Free Education.
R1199	Towards Perceptual Control of Markov Random Field Textures.
R1200	Looking Back.
R1201	Information Technology and Skills: Problems in Research and Politics.
R1202	Reflections on the History of Computer Education in Schools in Victoria.
R1203	Individual and Social Implications of Data Processing and Office Automation in Service Industries.
R1204	The Dutch Situation: An Ever Continuing Story.
R1205	Lessons from the Great Underground Empire: Pedagogy, Computers and False Dawn.
R1206	Information Literacy in the Netherlands: Rise, Fall and Revival.
R1207	Algebraic Foundations of Systems Specification
R1208	Early Uses of Computers in Schools in the United Kingdom: Shaping Factors and Influencing Directions.
R1209	Information Systems Degrees in Australia: The Genesis.
R1210	Electronic Books and Interactive Illustrations - Transcript of a Talk.
R1211	Early Italian Computing Machines and Their Inventors.
R1212	Introduction.
R1213	Schools, Students, Computers and Curriculum in Victoria in the 1970s and 1980s.
R1214	No One Is Born a Global Citizen: Using New Technologies to Bring 'Other Stories' into the Classroom.
R1215	Refinement and Implementation.
R1216	Institutional Nostalgia - Museum Victoria's Cabinet of Computing Curiosities.
R1217	An Environment and Studies for Exploring Auditory Representations of Multidimensional Data.
R1218	Reflections on the History of Computing - Preserving Memories and Sharing Stories
R1219	Opportunities for Multimedia in Education.
R1220	Organizational Consequences of the Use of EDP - How to Design Information Technology.
R1221	The Introduction of Computers in Irish Schools.
R1222	Solid Modeling in Computer Graphics Education.
R1223	My Work among the Keyboards: Remembering the Early Use of Computers in the Classroom.
R1224	Computing for the Masses? Constructing a British Culture of Computing in the Home.
R1225	Some Prerequisites for Systems Design in the Interest of the Workers.
R1226	Experiences as a Student in Chile with only Pre-computer Technologies.
R1227	The Major Specific Impacts of Computerization on Work.
R1228	Information Technologies and Social Power.
R1229	Hungarian Scientists in Information Technology.
R1230	Evolution of Computer Education in Spain: From Early Times to the Implementation of the Bologna Agreement.
R1231	Computers in Education in Finland.
R1232	The Beginnings of Computer Use in Primary and Secondary Education in Spain.
R1233	Computers in Schools in the USA: A Social History.
R1234	Visual Thinkers, Mental Models and Computer Visualization.
R1235	From Mathematics Teacher to Computer Assisted Learning Researcher.
R1236	Proof Systems for Structured Specifications and Their Refinements.
R1237	The Role of Formal Specifications.
R1238	Experiences and Reflections.
R1239	Cooperative Learning Using Hypermedia.
R1240	Investigation of Web Based Hidden Data.
R1241	Self-dual codes and invariant theory.
R1242	A Maritime Security Incident Map of the Alondra Rainbow Hijacking.
R1243	Security and Anonymity in Agent Systems.
R1244	World Financial Crisis and its Influence on Terror Financing.
R1245	Decision Support Systems Design for Joint Multi-national Multi-agency Defence and Security Environment.
R1246	Combinatorial Designs and Code Synchronization.
R1247	Unbiased Hadamard matrices and bases.
R1248	Additive Codes over F4 with Automorphisms.
R1249	Crypto applications of combinatorial group theory.
R1250	Multi-pixel sources of entangled light in the correlation measurements without homodyne detection.
R1251	Quantum voting via NV centers in diamond.
R1252	Vector Bundles in Error-Correcting for Geometric Goppa Codes.
R1253	Optimal local protocols for processing of entangled states - local cloning and eavesdropping.
R1254	2-Valued and 3-Valued Abstraction-Refinement in Model Checking.
R1255	Information Security, Coding Theory and Related Combinatorics
R1256	Jadex Active Components Framework - BDI Agents for Disaster Rescue Coordination.
R1257	Maritime and Supply Chain Security in Europe.
R1258	Model-Based Verification and Analysis for Real-Time Systems.
R1259	Real and imaginary hyperelliptic curve cryptography - Aspects of curve cryptography.
R1260	Agent-based Control for Multi-UAV Information Collection.
R1261	Development of Fuzzy System Models: Fuzzy Rulebases to Fuzzy Functions.
R1262	Ontology Driven Multilingual Information Extraction and Intelligent Analytics.
R1263	Modal Fixed Point Logics.
R1264	Multi-Agent Systems in E-Health Territorial Emergencies.
R1265	JADE: Java Agents DEvelopment Framework.
R1266	Some Fuzzy Logic Based Approaches to Flexible Database Querying and their Use for Discovering Security Related Information.
R1267	Geo-Feasibility Concept for Maritime Domain Awareness.
R1268	Combinatorial Optimization in VLSI Design.
R1269	Regulations, Infrastructure, Stakeholder Responsibilities, and Technology Requirements to Meet Challenges of Cargo Security.
R1270	Finding error-correcting codes using computers.
R1271	Branching on Split Disjunctions.
R1272	Principles and Applications of Refinement Types.
R1273	[Article Title not available].
R1274	Al Qaeda and the Hybrid Jihad.
R1275	Unifying Models of Data Flow.
R1276	Matrices for graphs, designs and codes.
R1277	Information Quality and Decision Making in the Human-in-the-loop Environment.
R1278	Threat Early Warning through Web Mining.
R1279	Cyber Criminal Mechanisms Employed in Social Engineering and Technical Tricks.
R1280	Mixed Integer Rounding Cuts and Master Group Polyhedra.
R1281	Software and Systems Safety - Specification and Verification
R1282	Contextual and Human Factors in Information Fusion.
R1283	Enumerative Geometry and String Theory.
R1284	Privacy in Query Logs.
R1285	Generating rooted trees of m nodes uniformly at random.
R1286	Web-Service Network for Context-Aware Emergency Management.
R1287	A Methodology for Designing a Human/Machine Information System to Support Harbour Security: NATO ARW Group Two Report.
R1288	Phase-time coding quantum cryptography.
R1289	A gentle introduction to formal verification of computer systems by abstract interpretation.
R1290	Software Agents for Computer Network Security.
R1291	Permutation decoding for codes from designs, finite geometries and graphs.
R1292	Facility Location: Discrete Models and Local Search Methods.
R1293	Event Analysis and Understanding for Situational Awareness Support.
R1294	Quantum algorithm for preparing thermal Gibbs states - detailed analysis.
R1295	Logics and Languages for Reliability and Security
R1296	Requirements Models for Critical Systems.
R1297	Using Security Policies to Write Secure Software.
R1298	Knowledge Discovery from Data Streams.
R1299	Maritime Threats: Origins and Enabling Factors.
R1300	Engineering Evolving and Self-Adaptive Systems: An Overview.
R1301	Nonmultiplicativity of probability of faithful teleportation in the Knill-Laflamme-Milburn scheme.
R1302	Formal Verification.
R1303	Trusted noise in continuous-variable quantum key distribution.
R1304	Commercial potential of quantum cryptography.
R1305	Algebraic Aspects of Digital Communications
R1306	Intelligence Processing for Decision Support in Defence and Security.
R1307	Fuzzy Logic, Uncertainty Management and The Black Swan.
R1308	Continuous variable entanglement creation by means of small cross-Kerr nonlinearity.
R1309	Combinatorial Optimization - Methods and Applications
R1310	Multi-Agent Systems - Theory, Approaches and NASA Applications.
R1311	Adaptive Evidence Accrual for Context-Sensitive Situation Understanding.
R1312	Discover Shadow Groups from the Dark Web.
R1313	Recent results on families of symmetric designs and non-embeddable quasi-residual designs.
R1314	Methods for Interactive Exploration of Large-Scale News Streams.
R1315	Convex Discrete Optimization.
R1316	Divisibility, Smoothness and Cryptographic Applications.
R1317	Multi-structured designs and their applications.
R1318	Human Factors Analysis of Different Types of Uncertainties in Complex Systems.
R1319	Preventing Internet Banking Fraud and Money Laundering Using Customer Trustability Index.
R1320	An Agent Framework for Maritime Situation Awareness.
R1321	The arithmetic of genus two curves.
R1322	Quantum Cryptography and Computing
R1323	Discrete Convexity and Its Applications.
R1324	A variant of the Reidemeister-Schreier algorithm for the fundamental groups of Riemann surfaces.
R1325	A "Vicious Agent" Modelling Approach for Testing Port Security Systems.
R1326	Applications of finite geometry in coding theory and cryptography.
R1327	Quantum algorithms for formula evaluation.
R1328	Simplifying information-theoretic arguments by post-selection.
R1329	Spin-Hamiltonian analysis of quantum registers on single NV center and proximal 
R1330	Model-Based Testing.
R1331	Covering arrays and hash families.
R1332	Ports Security Organization and Functionality - Implementation of the ISPS Code in Medium and Small Countries.
R1333	Harbour Protection: The Role of NATO Navies in the Third Millenium.
R1334	Aspects of Human Systems Behaviour and Their Impact on Port Security Architecture.
R1335	QKD: a million signal task.
R1336	Implementing GliderAgent - an agent-based decision support system for glider pilots.
R1337	Tradeoffs for reliable quantum information storage in 2D systems.
R1338	Designs, strongly regular graphs and codes constructed from some primitive groups.
R1339	On practical implementations of qudit-based quantum key distribution protocols.
R1340	Terrorist Facebook: Terrorists and Online Social Networking.
R1341	Quantum jump codes and related combinatorial designs.
R1342	Atomic quantum memories for light.
R1343	Sequences and arrays with desirable correlation properties.
R1344	Software Agents, Agent Systems and Their Applications
R1345	Finite geometry designs, codes, and Hamada's conjecture.
R1346	Local bounds for general Bell inequalities with the reduced entropy of the settings.
R1347	From Concurrency Models to Numbers - Performance and Dependability.
R1348	Finite Groups, Designs and Codes.
R1349	Wireless Sensor Networks and Software Agents.
R1350	Towards a Theory of Architectural Contracts: - Schemes and Patterns of Assumption/Promise Based System Specification.
R1351	Language-independent Techniques for Automated Text Summarization.
R1352	Human Performance Challenges in Port/Harbour Security Systems.
R1353	Models of Higher-Order Computation: Recursion Schemes and Collapsible Pushdown Automata.
R1354	Model Checking.
R1355	Newtonian Program Analysis - An Introduction.
R1356	Superadditivity of multiple access gaussian channels.
R1357	Tools for optical implementations of quantum communication protocols with application to quantum key distribution.
R1358	Management of MAS by Means of Automated Reasoning in the Role Model.
R1359	Implicit flows in malicious and nonmalicious code.
R1360	Eavesdropping on the LM05 secure communication protocol.
R1361	Process, Organizations, and Technology Requirements to Meet Challenges of Seaport Infrastructure Security.
R1362	SillyNegoBot Architecture.
R1363	On Jacobsthal Binary Sequences.
R1364	Multi-Agent Planning.
R1365	Codes and modules associated with designs and t-uniform hypergraphs.
R1366	Effective Analysis of Infinite State Stochastic Processes Games.
R1367	Mechanized semantics - with applications to program proof and compiler verification.
R1368	Solid state hybrid devices for quantum information processing.
R1369	Multi mode nano scale Raman echo quantum memory.
R1370	Toward Real Time Internet Traffic Monitoring.
R1371	Human Systems Integration to Enhance Maritime Domain Awareness for Port/Harbour Security
R1372	On the Cryptographical Properties of Extremal Algebraic Graphs.
R1373	Theta functions and algebraic curves with automorphisms.
R1374	Web Intelligence and Security - Advances in Data and Text Mining Techniques for Detecting and Preventing Terrorist Activities on the Web
R1375	Multimode detection of broadband squeezed vacuum.
R1376	Multi-Agent Systems, Ontologies and Negotiation for Dynamic Service Composition in Multi-Organizational Environmental Management.
R1377	Introduction.
R1378	Observable measures of entanglement.
R1379	Making Sense of Unstructured Textual Data.
R1380	Multi-Valued Automata and Their Applications.
R1381	Modeling Multi-Agent Systems with AML.
R1382	Nonsmooth Modeling and Simulation for Switched Circuits
R1383	Novel Algorithms for Fast Statistical Analysis of Scaled Circuits
R1384	Networks for Pervasive Services - Six Ways to Upgrade the Internet
R1385	Physical Layer Multi-Core Prototyping - A Dataflow-Based Approach for LTE eNodeB
R1386	Exploring Memory Hierarchy Design with Emerging Memory Technologies
R1387	Thin Impedance Vibrators - Theory and Applications
R1388	Semiconductor Technologies in the Era of Electronics
R1389	Guide to FPGA Implementation of Arithmetic Functions
R1390	Network-on-Chip Architectures - A Holistic Design Exploration
R1391	Broadband Reflectometry for Enhanced Diagnostics and Monitoring Applications
R1392	Resource-Aware Data Fusion Algorithms for Wireless Sensor Networks
R1393	The Cell Method for Electrical Engineering and Multiphysics Problems - An Introduction
R1394	Fractional Calculus for Scientists and Engineers
R1395	Partial Reconfiguration on FPGAs - Architectures, Tools and Applications
R1396	Designing Reliable and Efficient Networks on Chips
R1397	Bandwidth Extension of Speech Signals
R1398	A Practical Design of Lumped, Semi-lumped 
R1399	Applications of Advanced Electromagnetics - Components and Systems
R1400	Selected Advances in Nanoelectronic Devices - Logic, Memory and RF
R1401	Voice over IP Networks - Quality of Service, Pricing and Security
R1402	Logic Synthesis for FSM-Based Control Units
R1403	Basic Principles of Fresnel Antenna Arrays
R1404	Intelligentized Methodology for Arc Welding Dynamical Processes
R1405	Incorporating Knowledge Sources into Statistical Speech Recognition
R1406	RF Transceiver Design for MIMO Wireless Communications
R1407	Design, Analysis and Test of Logic Circuits Under Uncertainty
R1408	Algebraically Approximate and Noisy Realization of Discrete-Time Systems and Digital Images
R1409	Regular Nanofabrics in Emerging Technologies - Design and Fabrication Methods for Nanoscale Digital Circuits
R1410	Ambulatory Impedance Cardiography - The Systems and their Applications
R1411	Digital Terrestrial Broadcasting Networks
R1412	Insulation Measurement and Supervision in Live AC and DC Unearthed Systems
R1413	Functional Design Errors in Digital Circuits - Diagnosis, Correction and Repair
R1414	Modeling, Analysis and Optimization of Network-on-Chip Communication Architectures
R1415	Electromagnetic Compatibility in Railways - Analysis and Management
R1416	IT Security Management - IT Securiteers - Setting up an IT Security Function
R1417	Trace-Based Post-Silicon Validation for VLSI Circuits
R1418	Efficient Test Methodologies for High-Speed Serial Links
R1419	Electronics System Design Techniques for Safety Critical Applications
R1420	Multiobjective Shape Design in Electricity and Magnetism
R1421	Terahertz Technology - Fundamentals and Applications
R1422	Radio Monitoring - Problems, Methods and Equipment
R1423	Asynchronous Operators of Sequential Logic: Venjunction 
R1424	Applied Time Series Analysis and Innovative Computing
R1425	Fundamental Numerical Methods for Electrical Engineering
R1426	Time-Domain Beamforming and Blind Source Separation - Speech Input in the Car Environment
R1427	Embedded Microcontroller Interfacing - Designing Integrated Projects
R1428	Control and Adaptation in Telecommunication Systems - Mathematical Foundations
R1429	Video Surveillance for Sensor Platforms - Algorithms and Architectures
R1430	Multi-Objective Optimization in Physical Synthesis of Integrated Circuits
R1431	Data Mining and Applications in Genomics
R1432	Converter Applications and their Influence on Large Electrical Machines
R1433	RFID Security and Privacy - Concepts, Protocols, and Architectures
R1434	Investigating Terrorist Attacks Using CDR Data: A Case Study.
R1435	Factors Enabling Information Propagation in a Social Network Site.
R1436	Integrating Entropy and Closed Frequent Pattern Mining for Social Network Modelling and Analysis.
R1437	Exploring the Evolution of Terrorist Networks.
R1438	Complex Dynamics in Information Sharing Networks.
R1439	Application of Social Network Metrics to a Trust-Aware Collaborative Model for Generating Personalized User Recommendations.
R1440	Engagingness and Responsiveness Behavior Models on the Enron Email Network and Its Application to Email Reply Order Prediction.
R1441	Detecting Communities in Social Networks Using Local Information.
R1442	A Framework for Analyst Focus from Computed Significance.
R1443	Co-offending Network Mining.
R1444	Interlocking Communication - Measuring Collaborative Intensity in Social Networks.
R1445	Optimization Techniques for Multiple Centrality Computations.
R1446	Detecting Communities in Massive Networks Efficiently with Flexible Resolution.
R1447	EgoClustering: Overlapping Community Detection via Merged Friendship-Groups.
R1448	Extending Social Network Analysis with Discourse Analysis: Combining Relational with Interpretive Data.
R1449	A Local Structure-Based Method for Nodes Clustering: Application to a Large Mobile Phone Social Network.
R1450	From Sociology to Computing in Social Networks - Theory, Foundations and Applications
R1451	EWAS: Modeling Application for Early Detection of Terrorist Threats.
R1452	Clustering Social Networks Using Distance-Preserving Subgraphs.
R1453	Mining Heterogeneous Social Networks for Egocentric Information Abstraction.
R1454	Cluster Based Text Classification Model.
R1455	A Journey to the Core of the Blogosphere.
R1456	Social Physics of the Blogosphere - Capturing, Analyzing and Presenting Interdependencies within a Single Framework.
R1457	How Latent Class Models Matter to Social Network Analysis and Mining: Exploring the Emergence of Community.
R1458	TweCoM: Topic and Context Mining from Twitter.
R1459	Towards Leader Based Recommendations.
R1460	Why Do Diffusion Data Not Fit the Logistic Model? A Note on Network Discreteness, Heterogeneity and Anisotropy.
R1461	Unleash the CSS-Factor - A Social Capital Approach to the Benefits and Challenges of Corporate Social Software.
R1462	Efficient Extraction of High-Betweenness Vertices from Heterogeneous Networks.
R1463	Cross-Domain Analysis of the Blogosphere for Trend Prediction.
R1464	Employing Social Network Construction and Analysis in Web Structure Optimization.
R1465	Region-Based Geospatial Abduction with Counter-IED Applications.
R1466	A Global Measure for Estimating the Degree of Organization and Effectiveness of Individual Actors with Application to Terrorist Networks.
R1467	Effectiveness of Social Networks for Studying Biological Agents and Identifying Cancer Biomarkers.
R1468	A Novel Method to Analyze the Importance of Links in Terrorist Networks.
R1469	The Influence of Technology on Social Network Analysis and Mining
R1470	Visualisation of the Dynamics for Longitudinal Analysis of Computer-mediated Social Networks-concept and Exemplary Cases.
R1471	Finding Hidden Links in Terrorist Networks by Checking Indirect Links of Different Sub-Networks.
R1472	Movie Rating Prediction with Matrix Factorization Algorithm.
R1473	Detecting Emergent Behavior in a Social Network of Agents.
R1474	DB2SNA: An All-in-One Tool for Extraction and Aggregation of Underlying Social Networks from Relational Databases.
R1475	Mining the Web to Monitor the Political Consensus.
R1476	Twitmographics: Learning the Emergent Properties of the Twitter Community.
R1477	Counterterrorism Mining for Individuals Semantically-Similar to Watchlist Members.
R1478	The Ultimate Hack: Re-inventing Intelligence to Re-engineer Earth.
R1479	Building Expert Recommenders from Email-Based Personal Social Networks.
R1480	Extending SQL to Support Privacy Policies.
R1481	Evolution of Online Forum Communities.
R1482	Integrating Online Social Network Analysis in Personalized Web Search.
R1483	Interdiction of Plots with Multiple Operatives.
R1484	Informative Value of Individual and Relational Data Compared Through Business-Oriented Community Detection.
